10534,4734,305,8026,2016-03-25,2970
10508,4735,303,8036,2016-03-27,4880
10531,4720,342,8016,2016-04-21,998
10518,4732,350,8003,2016-03-15,284
10540,4744,310,8024,2016-03-17,3172
10548,4722,350,8034,2016-05-18,1429
10546,4727,330,8023,2016-04-28,3414
10517,4740,343,8044,2016-05-16,4447
10549,4729,349,8004,2016-04-05,4755
10517,4705,331,8030,2016-03-26,191
10503,4730,334,8039,2016-05-14,2061
10534,4714,344,8044,2016-05-29,2048
10530,4714,326,8027,2016-03-09,3134
10535,4730,312,8039,2016-05-28,2820
10503,4745,309,8030,2016-03-28,2261
10503,4736,306,8003,2016-04-25,4101
10517,4748,329,8034,2016-05-11,2547
10502,4732,344,8013,2016-03-03,3801
10540,4724,300,8049,2016-05-15,507
10506,4702,301,8016,2016-05-25,1918
10549,4747,328,8046,2016-04-22,2274
10525,4729,331,8009,2016-03-04,3684
10543,4707,314,8023,2016-04-05,743
10545,4703,332,8013,2016-04-12,1058
10547,4738,333,8018,2016-05-17,3307
10539,4722,307,8011,2016-05-04,4092
10503,4701,335,8042,2016-05-07,1828
10543,4723,341,8003,2016-04-08,1112
10503,4728,311,8039,2016-04-17,2123
10534,4744,336,8028,2016-03-14,2427
10532,4710,320,8002,2016-05-12,400
10506,4719,300,8027,2016-05-04,2640
10530,4742,334,8013,2016-05-03,4013
10524,4720,347,8001,2016-04-25,4534
10520,4741,305,8021,2016-05-11,3890
10537,4722,332,8041,2016-05-09,1179
10521,4743,342,8010,2016-05-11,1806
10536,4736,348,8029,2016-05-23,4924
10522,4727,337,8049,2016-04-05,1395
10544,4715,333,8015,2016-05-06,973
10503,4709,333,8030,2016-04-15,1293
10532,4724,327,8001,2016-05-27,267
10505,4703,330,8003,2016-03-28,2454
10503,4723,336,8027,2016-03-14,1792
10531,4711,333,8002,2016-04-28,1722
10502,4736,331,8047,2016-05-28,426
10503,4723,306,8007,2016-05-29,2283
10525,4733,334,8044,2016-03-24,3013
10516,4705,308,8041,2016-04-09,3875
10544,4708,349,8011,2016-05-29,1445
10535,4732,320,8041,2016-04-12,2325
10529,4727,304,8014,2016-04-19,1782
10522,4741,344,8011,2016-04-27,1511
10536,4729,313,8031,2016-03-13,583
10530,4726,312,8031,2016-04-25,3816
10525,4747,315,8037,2016-04-21,839
10531,4718,335,8011,2016-03-14,3411
10543,4742,321,8041,2016-04-24,1962
10502,4707,317,8020,2016-04-19,2737
10532,4750,313,8037,2016-03-11,1289
10523,4747,348,8039,2016-03-24,2673
10505,4739,315,8032,2016-05-23,1278
10522,4715,338,8016,2016-04-07,4202
10518,4745,323,8020,2016-05-14,2114
10521,4741,324,8000,2016-04-23,2757
10504,4738,335,8027,2016-05-10,2298
10536,4738,337,8013,2016-05-25,4322
10536,4712,347,8038,2016-03-06,2074
10537,4709,350,8027,2016-05-18,2473
10500,4718,339,8024,2016-05-03,4935
10529,4712,349,8030,2016-05-14,3229
10507,4750,313,8049,2016-05-16,1161
10544,4729,332,8043,2016-03-16,1215
10516,4742,335,8033,2016-03-06,306
10536,4724,302,8040,2016-03-08,3185
10549,4705,313,8012,2016-05-03,2509
10525,4726,318,8031,2016-04-12,1845
10521,4746,314,8013,2016-05-25,1936
10539,4712,303,8031,2016-05-10,2388
10520,4714,301,8017,2016-04-26,3933
10538,4701,304,8039,2016-03-01,3156
10521,4741,341,8025,2016-05-16,4968
10505,4711,323,8005,2016-03-19,3903
10536,4701,320,8021,2016-04-26,675
10515,4713,340,8003,2016-05-05,1608
10503,4700,303,8004,2016-05-26,439
10528,4747,312,8003,2016-03-19,1047
10520,4720,346,8005,2016-04-19,1231
10537,4737,339,8007,2016-03-03,755
10528,4747,321,8008,2016-03-24,3721
10537,4738,348,8012,2016-04-04,4645
10512,4749,342,8031,2016-04-16,4516
10514,4727,327,8002,2016-05-22,866
10540,4714,329,8033,2016-05-02,1119
10538,4745,323,8007,2016-05-13,3134
10506,4729,307,8033,2016-03-09,3731
10524,4745,336,8006,2016-05-18,724
10528,4709,349,8033,2016-04-08,3925
10524,4718,347,8019,2016-05-01,681
10543,4740,303,8013,2016-04-10,4346
10519,4729,317,8040,2016-03-10,3203
10535,4726,321,8022,2016-03-27,3058
10516,4709,320,8011,2016-05-10,1970
10513,4713,323,8020,2016-03-03,3182
10549,4741,341,8050,2016-05-20,551
10545,4716,343,8040,2016-05-21,2323
10542,4716,347,8009,2016-04-27,390
10539,4722,341,8017,2016-03-30,1920
10514,4708,326,8038,2016-04-07,4102
10545,4700,336,8044,2016-04-06,4671
10528,4706,346,8046,2016-03-07,1497
10528,4705,325,8029,2016-04-14,4525
10526,4714,325,8025,2016-05-21,836
10518,4718,340,8047,2016-03-25,2176
10503,4712,346,8028,2016-03-21,1528
10505,4712,345,8000,2016-05-03,3538
10546,4704,319,8011,2016-03-12,4660
10514,4714,319,8028,2016-04-01,513
10504,4718,329,8049,2016-05-03,483
10502,4734,305,8007,2016-05-23,2858
10521,4719,306,8015,2016-05-01,1270
10534,4702,318,8014,2016-05-05,3345
10508,4731,316,8014,2016-03-03,2619
10542,4732,309,8026,2016-04-06,3634
10522,4740,308,8016,2016-05-14,1067
10509,4703,348,8036,2016-04-20,4578
10532,4716,338,8044,2016-05-22,3457
10540,4729,306,8000,2016-03-15,2931
10506,4718,343,8028,2016-05-14,2407
10515,4745,302,8014,2016-03-11,1582
10511,4718,322,8007,2016-03-23,2377
10546,4713,314,8037,2016-04-28,1292
10516,4719,349,8049,2016-03-17,4324
10548,4740,302,8035,2016-05-05,827
10545,4736,345,8004,2016-03-15,4363
10528,4722,324,8046,2016-03-24,2650
10542,4702,310,8030,2016-04-06,2171
10536,4728,347,8003,2016-04-28,3412
10515,4735,301,8045,2016-05-01,4798
10537,4715,302,8005,2016-03-15,1541
10535,4711,349,8006,2016-04-10,2870
10517,4710,307,8011,2016-03-29,1012
10501,4733,319,8038,2016-04-23,480
10514,4727,350,8034,2016-04-06,2401
10520,4719,318,8021,2016-05-29,1297
10524,4710,332,8039,2016-05-15,2030
10526,4701,306,8027,2016-03-02,1849
10533,4712,333,8025,2016-03-27,3941
10532,4748,337,8046,2016-04-29,4994
10550,4742,340,8030,2016-03-23,336
10504,4734,341,8019,2016-05-22,1957
10509,4727,325,8018,2016-03-05,167
10505,4736,300,8009,2016-04-10,1723
10517,4714,305,8028,2016-05-26,2608
10543,4743,319,8049,2016-04-05,3765
10517,4706,343,8039,2016-04-27,1024
10543,4725,326,8017,2016-05-01,1131
10527,4745,345,8005,2016-05-24,4874
10541,4723,333,8014,2016-03-05,1634
10501,4701,345,8013,2016-05-21,894
10542,4703,330,8021,2016-05-21,4111
10506,4744,300,8006,2016-04-06,646
10528,4743,317,8018,2016-03-04,2564
10542,4715,317,8000,2016-03-26,3590
10513,4730,339,8028,2016-03-11,4386
10531,4741,316,8004,2016-03-30,3543
10506,4747,331,8009,2016-03-19,978
10506,4738,331,8015,2016-04-14,1628
10518,4732,311,8013,2016-04-03,1618
10510,4736,315,8032,2016-05-06,248
10531,4748,349,8004,2016-05-09,1833
10522,4713,347,8026,2016-03-01,3058
10505,4708,340,8027,2016-05-29,813
10523,4747,331,8038,2016-03-30,3637
10531,4736,315,8032,2016-03-28,2335
10506,4704,308,8033,2016-05-03,4429
10528,4747,327,8022,2016-03-09,3731
10506,4729,323,8018,2016-04-30,897
10503,4735,329,8015,2016-05-05,1410
10543,4743,301,8042,2016-03-19,1236
10504,4750,343,8032,2016-03-27,2626
10522,4748,327,8034,2016-03-22,3458
10502,4748,332,8016,2016-03-09,4746
10527,4726,313,8038,2016-03-04,2742
10517,4748,337,8047,2016-05-16,377
10539,4708,325,8033,2016-05-07,4528
10525,4748,310,8021,2016-04-09,1158
10525,4725,301,8031,2016-03-05,4224
10532,4715,337,8040,2016-03-16,1357
10522,4721,321,8045,2016-05-30,2625
10548,4745,344,8030,2016-05-12,2654
10545,4711,303,8007,2016-05-01,3754
10522,4742,306,8025,2016-05-30,2016
10530,4746,333,8025,2016-03-07,2230
10500,4739,308,8038,2016-03-23,4129
10531,4738,306,8043,2016-03-26,3475
10509,4740,335,8008,2016-04-20,1105
10508,4723,345,8036,2016-04-30,784
10549,4738,340,8031,2016-03-04,4911
10538,4721,340,8047,2016-05-29,2731
10529,4744,312,8015,2016-05-16,3350
10529,4732,345,8020,2016-03-23,3889
10506,4748,323,8017,2016-04-02,3696
10526,4702,308,8037,2016-03-19,1377
10511,4732,314,8020,2016-03-16,4182
10524,4726,320,8023,2016-03-26,3900
10526,4704,335,8034,2016-04-01,3122
10505,4727,329,8006,2016-05-29,4365
10500,4742,327,8040,2016-05-10,1702
10504,4741,311,8032,2016-04-21,1191
10528,4727,345,8000,2016-05-02,3344
10536,4701,343,8028,2016-03-23,1823
10501,4728,309,8039,2016-03-06,1670
10501,4738,312,8042,2016-04-08,1163
10503,4747,329,8037,2016-05-13,1455
10524,4732,346,8011,2016-05-17,2037
10536,4704,331,8033,2016-04-27,214
10542,4741,312,8002,2016-05-22,3606
10541,4722,322,8044,2016-04-12,2013
10514,4722,323,8031,2016-03-11,2437
10511,4729,314,8043,2016-03-01,3697
10544,4714,310,8015,2016-04-15,1762
10534,4740,304,8019,2016-05-15,3061
10544,4709,306,8016,2016-03-29,3932
10546,4742,322,8017,2016-04-14,2384
10504,4700,345,8004,2016-05-06,1923
10548,4718,342,8049,2016-03-01,1461
10517,4718,312,8003,2016-05-03,1922
10516,4710,320,8032,2016-03-18,2675
10502,4745,340,8047,2016-03-16,4624
10513,4703,346,8039,2016-03-09,2789
10544,4747,316,8031,2016-05-21,1459
10536,4721,302,8006,2016-05-18,3561
10528,4707,320,8032,2016-05-03,667
10516,4721,320,8036,2016-04-24,412
10518,4722,313,8015,2016-03-11,1817
10540,4728,303,8020,2016-04-04,3117
10540,4711,349,8033,2016-05-22,3810
10522,4720,336,8000,2016-04-28,3190
10514,4708,333,8024,2016-04-10,4758
10541,4741,322,8010,2016-04-21,2609
10531,4704,306,8002,2016-05-09,2614
10549,4733,315,8011,2016-03-20,1260
10543,4741,314,8008,2016-05-21,4793
10513,4746,314,8025,2016-03-27,1618
10539,4705,329,8026,2016-05-29,1633
10511,4717,315,8023,2016-05-15,3074
10527,4734,346,8023,2016-04-28,3125
10522,4736,306,8002,2016-03-17,4323
10531,4706,321,8018,2016-05-10,475
10504,4705,304,8040,2016-03-21,4113
10549,4745,324,8050,2016-05-22,2302
10537,4702,317,8003,2016-04-20,3378
10537,4708,342,8009,2016-05-04,2757
10515,4704,316,8044,2016-04-08,568
10526,4734,321,8045,2016-05-19,3829
10533,4726,304,8028,2016-04-28,825
10544,4718,327,8028,2016-05-10,3324
10535,4705,323,8026,2016-05-28,2929
10507,4742,310,8027,2016-04-09,2025
10542,4731,326,8042,2016-03-16,2081
10525,4702,327,8034,2016-03-13,4444
10500,4720,308,8045,2016-04-14,2129
10544,4704,332,8020,2016-05-30,1102
10502,4731,344,8025,2016-05-02,3122
10537,4716,344,8007,2016-04-04,1871
10528,4734,342,8039,2016-05-15,299
10519,4715,304,8046,2016-05-22,3442
10504,4719,327,8019,2016-03-18,3865
10522,4700,319,8044,2016-04-28,2743
10510,4713,344,8026,2016-05-29,4143
10525,4742,330,8008,2016-04-10,1729
10541,4746,315,8047,2016-03-06,4465
10517,4727,349,8034,2016-05-19,4441
10547,4732,308,8046,2016-05-07,3069
10512,4723,310,8036,2016-03-07,528
10545,4721,311,8047,2016-05-17,1259
10511,4718,317,8036,2016-04-21,1380
10540,4700,311,8040,2016-03-17,560
10509,4748,347,8015,2016-03-19,3665
10544,4738,335,8033,2016-05-29,1347
10539,4711,348,8008,2016-03-18,4296
10529,4715,336,8035,2016-03-01,3949
10505,4744,328,8023,2016-04-25,2232
10539,4710,335,8045,2016-04-29,3474
10525,4722,335,8023,2016-05-12,602
10512,4746,338,8039,2016-05-09,4272
10535,4711,302,8041,2016-05-30,2441
10500,4705,340,8010,2016-05-12,3833
10526,4702,323,8009,2016-03-23,3673
10542,4725,329,8016,2016-03-30,4203
10547,4724,350,8046,2016-05-28,4647
10538,4727,326,8048,2016-03-10,4886
10502,4715,328,8026,2016-03-25,2386
10542,4746,301,8046,2016-04-24,1045
10509,4703,327,8037,2016-04-12,396
10508,4741,315,8015,2016-05-22,2023
10532,4706,345,8036,2016-04-15,2750
10525,4700,310,8048,2016-03-15,3606
10521,4734,311,8017,2016-03-29,3899
10504,4750,330,8027,2016-03-20,1827
10503,4743,307,8038,2016-04-07,473
10525,4728,304,8020,2016-04-28,2762
10512,4716,320,8048,2016-03-04,2846
10540,4711,331,8037,2016-05-06,4464
10526,4713,315,8014,2016-05-30,3095
10517,4701,345,8015,2016-05-06,286
10539,4733,322,8034,2016-03-31,1138
10532,4702,329,8037,2016-04-12,3526
10507,4715,320,8013,2016-03-18,557
10538,4705,302,8038,2016-03-06,2404
10503,4739,348,8002,2016-03-26,1110
10522,4723,334,8048,2016-03-20,524
10546,4735,300,8036,2016-03-26,3094
10536,4713,347,8012,2016-05-23,2739
10512,4744,323,8026,2016-03-29,2944
10508,4728,322,8015,2016-05-14,4781
10522,4720,311,8011,2016-03-29,4858
10540,4726,339,8049,2016-05-01,3657
10520,4727,307,8021,2016-03-20,2787
10543,4722,346,8009,2016-05-07,3427
10541,4745,350,8028,2016-04-07,371
10506,4726,330,8002,2016-03-17,3400
10542,4710,302,8002,2016-05-05,1111
10550,4741,343,8038,2016-03-12,1943
10545,4702,320,8000,2016-03-10,2583
10528,4706,305,8032,2016-05-05,1788
10546,4715,323,8034,2016-05-10,2120
10514,4702,308,8038,2016-05-21,2219
10501,4743,325,8006,2016-03-12,759
10537,4719,301,8039,2016-03-27,4198
10509,4728,350,8035,2016-03-13,3604
10505,4731,330,8005,2016-03-14,3891
10507,4740,301,8000,2016-03-06,3541
10538,4750,313,8038,2016-05-13,607
10524,4729,340,8030,2016-05-01,4532
10522,4708,315,8015,2016-05-22,835
10525,4733,308,8047,2016-04-03,733
10537,4734,349,8033,2016-03-05,661
10501,4705,344,8040,2016-05-23,4349
10527,4726,322,8048,2016-04-25,2768
10513,4740,320,8027,2016-05-23,4676
10524,4722,340,8042,2016-04-24,3178
10526,4725,335,8049,2016-03-04,3876
10508,4725,335,8006,2016-05-30,2327
10523,4723,348,8043,2016-04-08,1322
10511,4749,312,8012,2016-03-03,1307
10500,4749,340,8012,2016-04-29,1550
10522,4743,334,8010,2016-04-13,595
10513,4736,335,8043,2016-05-08,252
10513,4726,346,8032,2016-05-21,3708
10521,4717,336,8002,2016-05-24,1731
10542,4719,326,8015,2016-04-07,3437
10518,4722,330,8040,2016-04-26,1938
10525,4728,308,8026,2016-03-27,1147
10503,4712,318,8039,2016-05-16,1030
10507,4729,320,8044,2016-05-14,367
10514,4731,301,8033,2016-03-13,4155
10528,4722,331,8007,2016-05-14,4084
10543,4710,327,8026,2016-05-17,4484
10500,4724,350,8047,2016-04-19,4785
10542,4714,339,8011,2016-05-16,3433
10532,4701,334,8019,2016-04-12,2654
10541,4733,332,8025,2016-03-12,1315
10535,4744,307,8032,2016-05-27,3956
10504,4703,316,8047,2016-04-08,3300
10538,4705,341,8004,2016-03-27,2991
10528,4750,319,8014,2016-05-16,3600
10504,4741,302,8002,2016-04-06,2177
10546,4748,348,8044,2016-05-11,2959
10546,4746,307,8027,2016-03-15,3299
10527,4724,332,8005,2016-04-13,598
10550,4740,348,8042,2016-04-08,2716
10540,4742,324,8023,2016-04-03,3000
10505,4729,308,8033,2016-05-15,1781
10546,4700,340,8005,2016-04-29,4253
10525,4743,332,8029,2016-05-23,2590
10527,4749,305,8039,2016-03-19,299
10519,4749,331,8001,2016-04-04,2723
10510,4740,305,8045,2016-03-02,3763
10531,4747,329,8043,2016-05-13,1152
10513,4718,342,8023,2016-03-09,664
10525,4738,325,8036,2016-05-24,4735
10517,4710,317,8043,2016-05-03,1232
10509,4741,325,8019,2016-03-05,4871
10538,4723,346,8014,2016-05-23,3834
10520,4735,324,8006,2016-04-16,3323
10549,4750,335,8010,2016-03-16,1102
10526,4728,325,8021,2016-03-05,1572
10525,4706,341,8010,2016-05-09,1723
10547,4718,332,8016,2016-03-31,1512
10505,4720,330,8044,2016-04-28,4806
10535,4741,320,8004,2016-03-25,3029
10514,4738,335,8024,2016-04-16,3713
10502,4723,303,8028,2016-03-08,437
10537,4723,343,8042,2016-05-21,4447
10545,4710,318,8015,2016-03-12,2497
10505,4734,308,8000,2016-05-22,2831
10526,4728,303,8043,2016-04-01,1396
10525,4733,321,8040,2016-03-29,1015
10515,4703,300,8034,2016-03-09,4847
10531,4729,317,8030,2016-05-28,2908
10519,4749,341,8041,2016-04-14,473
10501,4738,309,8047,2016-05-24,615
10544,4704,338,8028,2016-03-19,4115
10520,4705,325,8020,2016-05-15,3427
10513,4717,335,8019,2016-05-19,1714
10529,4749,310,8019,2016-03-13,2960
10509,4706,335,8045,2016-05-19,2037
10548,4747,307,8025,2016-03-31,2233
10501,4709,337,8037,2016-03-19,2130
10536,4736,323,8002,2016-03-08,3112
10529,4732,306,8040,2016-03-09,3000
10529,4738,310,8024,2016-03-06,2205
10525,4747,321,8030,2016-04-17,3795
10525,4701,327,8018,2016-04-01,2499
10544,4743,317,8014,2016-05-27,407
10507,4719,326,8023,2016-04-07,1665
10545,4718,327,8035,2016-05-13,300
10525,4720,306,8010,2016-04-24,3674
10508,4729,337,8026,2016-04-30,4851
10534,4732,339,8022,2016-03-02,1179
10503,4731,318,8028,2016-04-24,3465
10537,4721,324,8013,2016-03-18,2207
10549,4721,300,8015,2016-05-17,2439
10515,4711,343,8015,2016-03-30,3730
10522,4718,313,8031,2016-05-30,2971
10519,4738,320,8013,2016-04-27,4536
10523,4701,330,8040,2016-04-29,364
10537,4750,317,8042,2016-05-14,3244
10509,4717,329,8006,2016-03-31,2545
10531,4739,339,8015,2016-05-29,392
10511,4720,329,8003,2016-05-26,2349
10513,4735,318,8043,2016-04-16,3372
10524,4744,332,8005,2016-05-14,798
10543,4719,333,8018,2016-05-25,4428
10500,4711,302,8030,2016-03-09,302
10524,4710,345,8040,2016-05-17,3158
10531,4747,336,8047,2016-03-21,4165
10518,4709,345,8042,2016-05-21,4978
10520,4746,321,8037,2016-05-21,4404
10543,4734,324,8030,2016-05-13,2876
10524,4734,343,8033,2016-05-14,708
10522,4713,343,8041,2016-05-20,3716
10540,4730,312,8024,2016-05-05,2441
10530,4712,315,8049,2016-05-03,3094
10540,4706,337,8021,2016-03-24,284
10537,4709,313,8020,2016-04-08,363
10525,4745,304,8010,2016-05-19,960
10529,4737,321,8006,2016-04-15,1657
10505,4700,336,8024,2016-03-21,2922
10514,4716,346,8039,2016-03-31,3747
10517,4721,334,8019,2016-04-23,2603
10518,4705,311,8023,2016-05-16,3821
10535,4701,338,8014,2016-03-23,1010
10515,4708,308,8039,2016-03-22,4608
10507,4728,320,8032,2016-05-09,4450
10549,4712,304,8026,2016-04-11,1889
10547,4707,338,8043,2016-04-17,494
10502,4711,346,8042,2016-04-04,2380
10509,4720,312,8014,2016-05-05,964
10539,4715,349,8050,2016-05-22,4394
10526,4710,346,8029,2016-04-28,2373
10542,4745,321,8018,2016-03-22,3994
10541,4724,333,8003,2016-03-11,1795
10508,4710,328,8000,2016-05-29,381
10524,4749,310,8035,2016-05-25,829
10541,4701,309,8044,2016-05-24,2111
10525,4734,318,8047,2016-03-25,2460
10515,4733,300,8004,2016-03-07,2449
10511,4738,308,8030,2016-05-03,1328
10524,4717,338,8003,2016-04-07,3577
10517,4730,307,8014,2016-05-13,4420
10535,4750,337,8031,2016-04-18,4076
10507,4732,320,8033,2016-04-03,4849
10527,4726,311,8026,2016-03-02,3700
10503,4703,345,8042,2016-05-01,3008
10512,4736,314,8037,2016-04-19,2316
10535,4708,321,8026,2016-05-04,1916
10512,4749,302,8050,2016-03-26,3313
10534,4701,326,8004,2016-05-05,2073
10517,4745,313,8013,2016-05-01,3323
10508,4747,300,8050,2016-04-12,209
10514,4745,322,8035,2016-05-30,4141
10521,4718,315,8016,2016-04-19,2714
10515,4738,338,8047,2016-04-22,364
10532,4704,346,8016,2016-03-13,2055
10516,4712,347,8050,2016-03-10,3446
10550,4741,303,8028,2016-05-11,1158
10526,4711,306,8009,2016-05-26,2451
10541,4740,350,8023,2016-05-02,3043
10538,4729,315,8039,2016-04-26,2598
10541,4718,306,8031,2016-05-11,4342
10541,4746,304,8033,2016-05-01,1861
10520,4747,338,8017,2016-04-03,4468
10543,4731,338,8026,2016-03-30,2461
10509,4719,340,8022,2016-05-16,3168
10524,4706,321,8035,2016-04-03,1788
10550,4741,350,8019,2016-03-02,2158
10504,4707,348,8007,2016-05-18,3132
10515,4744,313,8037,2016-05-22,4878
10542,4733,326,8015,2016-03-31,3535
10531,4710,306,8002,2016-05-11,3755
10530,4747,340,8050,2016-04-11,2423
10522,4706,329,8001,2016-05-07,615
10519,4745,349,8004,2016-03-30,4211
10512,4705,317,8013,2016-04-06,3030
10523,4708,311,8022,2016-04-13,4962
10534,4737,328,8015,2016-04-17,2140
10510,4741,331,8031,2016-04-30,3906
10517,4739,337,8011,2016-05-27,107
10545,4737,342,8031,2016-04-23,4796
10538,4743,310,8032,2016-05-12,1995
10540,4748,322,8039,2016-03-26,3159
10519,4730,333,8032,2016-04-26,3399
10538,4710,309,8009,2016-05-22,4321
10537,4732,338,8038,2016-03-14,3947
10521,4750,303,8004,2016-05-02,1888
10545,4721,305,8039,2016-04-28,555
10536,4750,301,8005,2016-05-20,4706
10525,4746,303,8029,2016-05-05,1783
10520,4702,345,8047,2016-03-02,2551
10548,4724,316,8040,2016-03-09,4042
10537,4737,336,8041,2016-04-10,951
10527,4739,350,8043,2016-04-09,3518
10546,4741,327,8030,2016-05-16,751
10526,4739,345,8019,2016-05-20,735
10547,4718,349,8037,2016-03-24,4718
10509,4741,342,8046,2016-03-01,2828
10505,4713,344,8005,2016-03-17,2656
10534,4726,347,8017,2016-04-04,4564
10513,4729,322,8028,2016-05-19,2557
10545,4747,302,8016,2016-03-10,4248
10544,4736,349,8004,2016-03-13,2646
10515,4718,347,8018,2016-04-12,1718
10543,4711,317,8008,2016-05-16,4168
10521,4731,305,8038,2016-03-23,397
10512,4711,316,8030,2016-03-20,3445
10523,4726,313,8017,2016-05-12,4651
10524,4730,340,8006,2016-03-17,1987
10544,4723,309,8038,2016-04-20,2960
10515,4704,317,8038,2016-03-23,3291
10504,4734,316,8044,2016-04-14,3754
10530,4719,309,8021,2016-05-16,3274
10550,4738,330,8002,2016-05-26,1733
10531,4748,325,8013,2016-05-24,3425
10521,4726,319,8013,2016-04-15,1771
10538,4703,310,8018,2016-03-09,4062
10517,4720,340,8030,2016-03-26,3178
10530,4746,327,8033,2016-03-22,4789
10527,4712,326,8036,2016-05-27,2986
10507,4726,312,8043,2016-04-18,2508
10547,4738,340,8050,2016-04-06,4731
10512,4738,333,8026,2016-05-29,3605
10520,4723,331,8016,2016-03-04,1421
10535,4740,341,8048,2016-03-14,2920
10523,4728,340,8036,2016-04-19,1896
10506,4723,313,8006,2016-05-20,4891
10528,4724,320,8030,2016-04-07,3773
10540,4729,333,8037,2016-03-18,1035
10532,4746,325,8026,2016-05-05,340
10508,4748,335,8027,2016-05-15,1366
10530,4741,335,8027,2016-04-22,3417
10533,4708,341,8013,2016-04-03,3267
10510,4741,317,8012,2016-04-08,143
10542,4701,327,8020,2016-04-12,857
10502,4703,312,8046,2016-05-14,478
10541,4706,312,8018,2016-05-29,3184
10540,4741,334,8007,2016-04-08,2783
10530,4742,308,8017,2016-05-09,1466
10500,4729,316,8019,2016-05-19,3379
10533,4709,344,8004,2016-04-29,1810
10503,4749,327,8013,2016-05-26,1275
