01/19/2019,24,100
12/03/2019,58,319
05/28/2019,71,482
04/05/2019,73,301
08/08/2019,48,341
03/26/2019,32,62
09/23/2019,5,450
11/07/2019,21,337
11/28/2019,86,185
03/26/2019,62,449
09/27/2019,74,364
07/11/2019,66,266
09/11/2019,25,96
12/28/2019,92,254
03/03/2019,25,465
05/27/2019,93,447
05/17/2019,94,162
02/09/2019,42,55
07/31/2019,84,491
06/03/2019,89,162
04/25/2019,31,335
10/01/2019,69,427
11/27/2019,40,442
09/05/2019,87,81
09/08/2019,47,307
03/21/2019,51,232
06/13/2019,53,466
07/18/2019,58,99
01/08/2019,62,284
05/15/2019,8,479
11/10/2019,38,414
05/09/2019,68,250
08/22/2019,93,94
07/18/2019,89,238
02/06/2019,84,281
03/01/2019,17,98
03/23/2019,44,342
10/25/2019,90,50
01/28/2019,96,127
05/13/2019,52,450
09/03/2019,11,375
02/18/2019,26,78
10/31/2019,4,152
07/31/2019,39,239
09/29/2019,26,122
02/17/2019,35,255
04/23/2019,33,365
10/03/2019,2,484
09/11/2019,55,50
07/08/2019,24,290
07/16/2019,27,430
06/23/2019,23,111
07/20/2019,78,205
07/31/2019,38,76
06/04/2019,57,334
01/31/2019,3,166
05/11/2019,3,469
05/02/2019,89,409
12/13/2019,85,140
09/12/2019,85,343
08/17/2019,86,498
04/04/2019,56,380
09/29/2019,73,349
06/18/2019,60,300
07/19/2019,99,437
01/05/2019,43,65
01/22/2019,25,245
01/09/2019,73,494
06/18/2019,64,100
11/11/2019,39,387
03/07/2019,91,494
06/26/2019,90,327
08/09/2019,3,418
05/31/2019,88,253
12/24/2019,54,415
06/24/2019,93,101
12/08/2019,82,381
03/26/2019,79,270
04/12/2019,69,491
10/15/2019,19,340
02/25/2019,53,219
08/04/2019,40,236
03/05/2019,70,458
11/16/2019,93,71
09/21/2019,97,237
11/14/2019,49,476
09/09/2019,27,128
04/14/2019,36,193
09/16/2019,85,423
06/16/2019,78,271
12/19/2019,16,186
10/02/2019,94,90
08/05/2019,73,298
09/16/2019,34,342
03/08/2019,93,54
06/08/2019,11,314
05/12/2019,67,419
08/12/2019,78,399
01/28/2019,55,294
11/30/2019,4,87
10/21/2019,3,437
02/05/2019,89,242
01/21/2019,33,127
03/13/2019,41,315
02/16/2019,76,161
07/21/2019,5,152
06/10/2019,40,202
11/02/2019,52,201
07/14/2019,90,299
08/26/2019,17,439
11/30/2019,28,253
05/02/2019,72,492
03/23/2019,59,458
09/29/2019,88,127
06/13/2019,83,116
06/21/2019,10,498
04/07/2019,46,442
10/12/2019,53,89
10/19/2019,75,456
06/02/2019,91,328
08/19/2019,80,227
12/21/2019,64,410
09/12/2019,96,336
02/08/2019,24,301
11/26/2019,96,495
07/21/2019,7,108
01/28/2019,55,281
06/18/2019,4,328
11/10/2019,84,446
06/02/2019,71,477
11/16/2019,48,285
12/15/2019,26,205
08/02/2019,82,349
08/02/2019,62,271
01/12/2019,51,465
11/17/2019,2,356
03/30/2019,17,414
12/09/2019,75,433
04/22/2019,62,93
08/26/2019,99,311
09/26/2019,30,298
06/28/2019,85,460
09/22/2019,18,203
12/16/2019,21,287
12/20/2019,46,167
08/09/2019,48,408
05/09/2019,48,263
11/20/2019,74,256
07/05/2019,51,401
06/23/2019,16,457
04/01/2019,82,101
08/20/2019,84,161
08/23/2019,35,416
11/29/2019,46,142
06/18/2019,89,309
11/03/2019,15,326
08/13/2019,77,127
09/01/2019,53,171
05/31/2019,5,225
08/14/2019,55,200
03/13/2019,92,305
09/07/2019,73,268
07/07/2019,59,500
10/11/2019,80,270
07/15/2019,98,494
04/01/2019,1,370
04/26/2019,91,67
08/01/2019,4,67
02/12/2019,16,134
07/17/2019,90,231
04/02/2019,28,74
10/19/2019,1,270
02/04/2019,60,118
08/23/2019,91,158
09/13/2019,63,462
03/31/2019,68,269
11/06/2019,71,346
12/10/2019,61,279
06/15/2019,52,350
05/02/2019,85,134
09/14/2019,12,328
01/29/2019,63,432
01/28/2019,15,178
01/19/2019,37,333
04/01/2019,15,163
08/24/2019,50,180
06/23/2019,65,339
04/25/2019,81,230
07/23/2019,2,110
10/05/2019,99,59
01/11/2019,53,174
05/13/2019,67,289
06/18/2019,41,53
08/15/2019,21,273
06/17/2019,56,100
09/17/2019,3,64
05/13/2019,62,406
09/25/2019,21,286
06/12/2019,61,162
08/05/2019,6,327
06/04/2019,58,86
08/24/2019,15,355
12/06/2019,1,477
02/27/2019,28,267
08/19/2019,22,435
07/24/2019,17,451
12/24/2019,57,324
06/11/2019,85,445
10/24/2019,42,432
04/14/2019,74,281
05/13/2019,61,262
10/28/2019,68,63
11/06/2019,64,160
10/22/2019,72,84
06/27/2019,87,123
06/15/2019,51,458
04/10/2019,32,421
08/01/2019,96,158
07/19/2019,23,193
07/15/2019,27,455
01/03/2019,22,275
01/27/2019,15,126
02/11/2019,30,303
11/09/2019,55,275
07/30/2019,46,250
04/06/2019,46,284
10/01/2019,68,175
01/07/2019,7,323
07/21/2019,86,222
09/25/2019,6,475
12/06/2019,17,286
10/28/2019,48,388
07/04/2019,61,219
09/26/2019,23,222
07/14/2019,24,322
12/07/2019,7,285
06/28/2019,21,69
05/02/2019,26,460
10/18/2019,73,222
10/30/2019,97,402
05/07/2019,41,287
09/10/2019,35,332
02/02/2019,12,53
08/23/2019,78,435
01/22/2019,29,491
09/03/2019,22,265
07/01/2019,35,322
09/13/2019,87,272
02/08/2019,6,352
09/30/2019,19,195
05/24/2019,73,404
01/09/2019,72,320
09/01/2019,41,142
10/11/2019,41,348
11/06/2019,37,483
09/26/2019,36,407
05/02/2019,94,232
06/19/2019,6,492
07/18/2019,83,415
01/19/2019,80,51
04/10/2019,27,395
08/30/2019,15,103
02/06/2019,57,219
02/16/2019,44,205
03/11/2019,55,122
10/15/2019,43,313
08/24/2019,86,167
01/09/2019,81,106
08/28/2019,58,412
03/05/2019,40,67
08/20/2019,13,87
05/04/2019,85,66
07/24/2019,37,447
09/24/2019,69,499
02/02/2019,80,79
04/17/2019,9,184
10/06/2019,12,204
07/05/2019,56,77
05/25/2019,21,91
06/10/2019,89,475
07/19/2019,47,373
06/03/2019,47,327
10/14/2019,87,305
01/31/2019,88,111
03/27/2019,95,122
12/05/2019,46,261
06/06/2019,38,280
05/23/2019,1,336
04/02/2019,78,306
08/10/2019,5,162
07/28/2019,77,82
04/30/2019,89,72
01/12/2019,57,429
04/21/2019,34,287
09/15/2019,28,320
01/30/2019,19,357
09/13/2019,82,148
11/30/2019,55,336
02/19/2019,62,445
08/08/2019,45,411
04/06/2019,10,149
08/12/2019,43,105
12/28/2019,4,198
01/01/2019,97,83
06/06/2019,66,98
08/03/2019,84,174
02/03/2019,9,372
03/15/2019,15,286
02/13/2019,70,422
11/12/2019,8,403
12/14/2019,99,175
07/11/2019,26,355
03/22/2019,55,341
09/07/2019,31,140
11/26/2019,96,374
02/18/2019,51,472
05/15/2019,60,259
10/09/2019,87,259
12/17/2019,19,323
03/19/2019,9,250
07/30/2019,8,387
10/27/2019,47,451
07/05/2019,26,103
01/27/2019,64,493
06/25/2019,18,430
08/08/2019,59,58
04/14/2019,76,321
04/18/2019,1,199
04/22/2019,35,473
08/26/2019,52,325
11/30/2019,71,334
09/09/2019,63,483
11/26/2019,74,199
06/04/2019,18,414
01/04/2019,59,114
09/02/2019,37,134
06/02/2019,7,357
04/03/2019,93,223
04/05/2019,72,489
11/20/2019,40,183
05/30/2019,4,473
04/22/2019,85,414
06/16/2019,18,78
09/30/2019,3,456
01/19/2019,46,430
02/15/2019,6,51
11/15/2019,68,345
04/15/2019,69,356
07/03/2019,18,397
06/02/2019,45,317
03/09/2019,67,216
06/06/2019,24,102
08/14/2019,94,364
10/12/2019,62,321
08/23/2019,46,349
05/26/2019,33,201
12/15/2019,1,313
11/16/2019,38,459
06/21/2019,57,407
02/11/2019,52,168
01/19/2019,49,148
07/01/2019,78,386
01/14/2019,19,343
12/23/2019,95,258
08/20/2019,88,127
06/09/2019,48,457
05/08/2019,19,316
10/13/2019,24,383
06/02/2019,26,382
10/28/2019,87,275
04/23/2019,46,425
01/13/2019,13,425
11/28/2019,67,120
02/22/2019,36,342
04/02/2019,97,172
03/24/2019,29,434
05/26/2019,37,335
12/28/2019,42,340
03/08/2019,71,148
03/01/2019,24,232
11/28/2019,13,72
10/01/2019,66,53
04/25/2019,27,71
02/24/2019,74,293
02/12/2019,4,375
05/16/2019,44,181
09/18/2019,66,189
08/11/2019,77,217
06/21/2019,39,343
10/01/2019,91,123
07/12/2019,53,141
06/10/2019,17,360
04/23/2019,81,481
01/14/2019,59,338
11/28/2019,34,101
01/29/2019,71,325
08/15/2019,86,455
04/17/2019,69,119
02/03/2019,24,332
02/21/2019,12,212
01/17/2019,84,272
08/26/2019,87,220
05/23/2019,22,489
10/12/2019,52,201
06/01/2019,65,58
08/05/2019,33,198
03/19/2019,70,200
05/06/2019,27,262
09/20/2019,69,172
10/16/2019,56,55
02/08/2019,33,234
05/12/2019,18,90
03/18/2019,41,305
05/18/2019,67,359
02/13/2019,37,468
04/02/2019,9,478
10/04/2019,59,384
10/17/2019,51,236
12/19/2019,87,329
12/28/2019,77,352
11/14/2019,97,138
06/08/2019,37,398
06/20/2019,17,193
07/25/2019,72,424
05/25/2019,15,230
06/18/2019,35,175
03/13/2019,96,387
06/15/2019,61,348
01/14/2019,48,291
09/03/2019,96,214
11/07/2019,67,190
10/07/2019,26,154
10/26/2019,52,200
01/28/2019,12,209
06/14/2019,79,256
06/20/2019,4,473
03/27/2019,78,374
11/18/2019,36,57
08/23/2019,15,484
11/02/2019,79,284
05/03/2019,39,250
01/01/2019,51,325
09/26/2019,1,468
04/25/2019,71,318
06/04/2019,56,210
10/21/2019,10,109
02/07/2019,63,487
12/02/2019,23,372
12/19/2019,7,230
02/15/2019,50,478
01/10/2019,91,428
10/05/2019,66,414
03/05/2019,49,296
04/14/2019,3,285
03/29/2019,52,240
10/09/2019,68,145
11/17/2019,28,302
05/03/2019,64,368
11/01/2019,65,353
05/27/2019,7,84
03/25/2019,6,60
09/24/2019,69,453
12/27/2019,2,383
05/10/2019,52,214
10/12/2019,22,114
12/14/2019,54,133
04/17/2019,68,441
10/30/2019,58,167
01/30/2019,90,372
02/12/2019,57,95
05/20/2019,48,262
04/29/2019,82,73
09/03/2019,82,252
02/19/2019,16,228
07/23/2019,1,69
08/28/2019,81,267
04/19/2019,80,168
04/10/2019,68,315
04/25/2019,64,153
02/22/2019,56,497
06/02/2019,25,393
10/15/2019,45,479
11/21/2019,16,340
01/22/2019,12,202
04/09/2019,39,205
03/10/2019,33,478
06/16/2019,80,262
04/28/2019,31,105
08/16/2019,65,83
03/30/2019,97,86
06/16/2019,63,165
12/12/2019,47,154
08/04/2019,42,361
06/29/2019,83,383
04/23/2019,61,184
12/22/2019,77,177
09/18/2019,42,110
06/04/2019,82,338
02/24/2019,78,418
08/08/2019,15,202
11/03/2019,52,408
06/10/2019,70,108
03/30/2019,96,293
08/13/2019,50,366
10/05/2019,83,336
10/15/2019,19,465
07/15/2019,71,353
05/17/2019,76,282
11/01/2019,8,394
01/23/2019,63,209
12/09/2019,71,319
12/18/2019,57,57
08/02/2019,74,135
07/08/2019,92,361
09/22/2019,100,498
10/06/2019,47,206
12/23/2019,77,442
03/21/2019,68,155
10/08/2019,80,453
04/23/2019,21,168
05/15/2019,6,212
05/02/2019,58,215
02/21/2019,32,410
06/12/2019,32,324
12/11/2019,96,439
01/02/2019,17,323
01/23/2019,86,164
11/29/2019,54,311
12/25/2019,19,264
12/23/2019,39,220
08/23/2019,54,69
06/04/2019,20,164
02/12/2019,79,66
11/18/2019,17,490
04/24/2019,3,251
08/08/2019,11,199
12/20/2019,61,90
01/23/2019,37,98
03/23/2019,49,125
09/23/2019,26,344
06/08/2019,42,472
08/12/2019,27,400
11/01/2019,98,116
07/08/2019,78,199
09/27/2019,43,392
08/27/2019,6,152
02/03/2019,18,219
11/03/2019,76,369
08/10/2019,51,260
09/04/2019,48,167
04/29/2019,72,290
01/24/2019,27,105
10/28/2019,69,218
03/24/2019,79,75
02/04/2019,65,162
09/05/2019,7,349
09/25/2019,15,81
04/15/2019,49,157
11/22/2019,40,293
12/07/2019,68,117
01/01/2019,31,169
02/19/2019,84,180
07/08/2019,99,339
04/08/2019,55,250
08/24/2019,63,282
03/19/2019,19,471
12/16/2019,2,352
03/12/2019,89,466
04/01/2019,33,496
02/26/2019,40,270
04/18/2019,51,269
02/23/2019,68,214
12/03/2019,60,402
12/26/2019,77,121
11/10/2019,43,72
03/21/2019,34,154
05/27/2019,14,88
06/07/2019,9,342
02/08/2019,32,303
02/25/2019,70,146
12/15/2019,60,439
02/04/2019,54,118
01/26/2019,83,236
06/03/2019,81,388
09/30/2019,91,340
05/06/2019,9,496
09/12/2019,71,496
11/29/2019,10,218
08/13/2019,67,325
08/08/2019,18,463
04/04/2019,88,146
07/09/2019,62,154
10/21/2019,80,367
02/12/2019,75,366
03/07/2019,71,315
10/08/2019,5,384
08/24/2019,43,291
11/28/2019,94,106
07/12/2019,49,492
01/15/2019,41,60
05/03/2019,59,162
05/25/2019,78,105
10/02/2019,54,72
04/06/2019,56,270
09/09/2019,39,434
10/10/2019,89,172
07/26/2019,98,443
06/09/2019,68,191
09/28/2019,58,106
09/16/2019,25,176
09/09/2019,49,401
05/28/2019,91,237
07/11/2019,23,294
10/26/2019,49,168
03/26/2019,14,482
05/09/2019,79,191
10/01/2019,34,343
11/14/2019,62,269
02/18/2019,15,131
03/03/2019,72,196
04/30/2019,19,363
03/31/2019,1,193
08/30/2019,51,259
12/28/2019,50,110
10/21/2019,63,381
06/19/2019,11,307
12/10/2019,95,283
11/09/2019,31,352
03/23/2019,96,151
10/10/2019,38,417
11/02/2019,47,82
12/21/2019,76,119
05/10/2019,45,80
08/23/2019,18,279
10/02/2019,68,169
10/13/2019,38,264
05/24/2019,56,294
09/23/2019,35,114
07/02/2019,27,259
06/14/2019,80,445
05/04/2019,45,496
10/03/2019,71,258
05/31/2019,83,133
04/06/2019,12,146
08/27/2019,39,343
03/30/2019,34,327
12/22/2019,24,464
10/15/2019,2,238
12/23/2019,89,229
09/20/2019,23,429
03/15/2019,15,110
11/03/2019,60,145
11/13/2019,43,99
01/14/2019,62,206
03/25/2019,34,131
04/18/2019,17,306
12/01/2019,9,278
11/08/2019,19,192
04/20/2019,22,165
12/16/2019,82,435
01/23/2019,82,477
10/13/2019,74,79
01/31/2019,95,156
02/16/2019,70,58
10/07/2019,56,324
11/13/2019,40,455
11/17/2019,85,405
09/17/2019,23,77
03/24/2019,18,383
07/13/2019,75,296
12/25/2019,67,295
01/24/2019,41,487
05/03/2019,66,340
01/28/2019,76,186
02/26/2019,27,247
06/05/2019,44,491
12/02/2019,43,87
04/17/2019,96,429
03/12/2019,74,312
07/06/2019,47,407
08/19/2019,33,421
09/01/2019,3,340
12/22/2019,77,270
10/18/2019,13,134
03/07/2019,53,293
07/23/2019,71,318
04/22/2019,35,441
03/07/2019,3,105
04/09/2019,9,375
01/16/2019,80,112
02/04/2019,10,454
03/04/2019,58,200
07/23/2019,88,498
10/18/2019,3,295
01/29/2019,87,458
06/23/2019,6,120
09/16/2019,35,66
07/16/2019,84,360
01/17/2019,73,202
12/13/2019,69,171
12/16/2019,2,104
04/12/2019,22,426
07/05/2019,22,50
09/02/2019,12,331
03/10/2019,42,309
08/11/2019,97,142
04/17/2019,34,172
05/21/2019,84,313
03/02/2019,56,371
04/22/2019,13,270
12/19/2019,10,145
07/27/2019,16,109
06/24/2019,81,163
04/17/2019,68,177
01/10/2019,72,231
01/04/2019,40,477
08/06/2019,97,255
05/09/2019,20,319
01/26/2019,69,126
05/24/2019,32,327
02/26/2019,24,499
11/10/2019,72,94
05/11/2019,8,71
12/02/2019,37,170
07/20/2019,32,427
07/15/2019,58,116
02/26/2019,97,84
01/31/2019,40,414
10/27/2019,53,56
11/30/2019,73,125
01/07/2019,70,252
03/28/2019,82,154
12/30/2019,84,199
07/08/2019,37,111
05/07/2019,29,255
05/06/2019,58,484
08/21/2019,88,272
11/16/2019,58,184
04/04/2019,42,495
03/10/2019,72,316
01/11/2019,28,327
03/23/2019,12,124
12/24/2019,56,416
10/25/2019,65,297
07/20/2019,23,289
06/17/2019,53,318
10/28/2019,57,315
03/24/2019,17,498
07/17/2019,45,202
10/24/2019,20,229
02/15/2019,65,172
11/12/2019,61,83
01/17/2019,70,452
04/17/2019,50,420
03/31/2019,47,333
05/15/2019,14,152
12/11/2019,91,301
07/24/2019,65,450
04/02/2019,31,243
09/06/2019,4,59
06/22/2019,75,127
07/17/2019,85,374
04/04/2019,2,480
11/09/2019,74,348
06/10/2019,64,428
09/11/2019,28,162
05/20/2019,11,72
07/05/2019,71,463
02/13/2019,36,418
11/11/2019,59,475
10/13/2019,98,252
07/09/2019,61,327
05/10/2019,82,292
02/23/2019,27,263
01/07/2019,96,353
08/22/2019,20,464
10/14/2019,71,330
06/19/2019,6,258
03/11/2019,17,120
06/29/2019,15,236
08/17/2019,29,444
11/02/2019,56,380
05/21/2019,12,218
04/22/2019,19,361
07/04/2019,74,310
08/27/2019,69,454
11/20/2019,39,452
03/25/2019,16,458
07/03/2019,82,134
12/06/2019,35,249
01/10/2019,34,283
10/12/2019,24,217
04/19/2019,65,456
06/29/2019,21,350
07/23/2019,52,351
02/08/2019,100,300
06/27/2019,43,246
06/30/2019,26,239
05/10/2019,25,57
05/29/2019,57,404
03/18/2019,50,227
01/05/2019,30,284
06/09/2019,36,83
07/17/2019,14,315
10/31/2019,20,487
09/28/2019,98,355
06/30/2019,53,428
09/27/2019,90,453
06/15/2019,5,223
03/08/2019,19,468
11/13/2019,11,214
11/13/2019,11,395
08/08/2019,90,404
05/04/2019,26,230
01/16/2019,32,308
12/27/2019,94,446
04/19/2019,97,116
09/18/2019,33,469
02/04/2019,65,398
04/06/2019,30,365
03/19/2019,8,330
12/19/2019,77,162
04/11/2019,67,333
04/07/2019,83,382
05/21/2019,39,488
02/06/2019,100,229
05/17/2019,11,355
03/29/2019,52,431
06/09/2019,18,68
07/25/2019,66,62
07/27/2019,33,422
04/13/2019,63,249
08/24/2019,21,133
03/23/2019,42,348
03/09/2019,61,230
03/11/2019,80,224
01/07/2019,16,278
01/08/2019,97,439
05/15/2019,35,215
05/11/2019,70,359
09/26/2019,77,156
06/15/2019,50,428
04/06/2019,44,234
09/16/2019,18,160
08/13/2019,68,179
02/15/2019,92,444
06/21/2019,87,343
04/21/2019,80,124
09/30/2019,13,496
01/14/2019,54,416
06/29/2019,35,324
