48,77,33,74
95,95,65,30
33,78,75,7
84,57,51,89
88,32,11,93
63,27,28,53
16,58,21,6
7,67,100,49
54,73,34,59
51,69,56,29
56,86,24,51
19,41,11,75
14,46,44,36
33,18,76,69
93,65,31,95
85,99,51,10
84,38,52,18
25,6,69,27
60,5,59,26
41,63,69,64
85,57,20,69
74,30,1,74
65,32,48,37
41,26,77,53
90,38,36,65
16,27,3,17
42,67,14,42
39,42,24,41
55,5,84,85
85,90,32,64
29,50,6,53
81,57,19,18
95,49,93,11
41,90,95,65
2,16,23,98
4,8,71,16
98,3,24,77
73,26,75,5
79,95,7,40
68,22,26,44
2,97,68,96
3,27,71,28
2,52,79,30
4,41,52,50
41,7,49,39
71,100,92,34
25,84,10,64
71,31,25,49
37,69,42,73
58,93,11,32
31,25,58,48
2,54,57,13
26,99,21,17
9,71,88,39
51,45,40,75
87,23,74,37
28,50,89,38
58,33,32,90
43,18,63,30
52,10,35,43
12,41,87,31
24,74,53,10
79,48,69,82
14,47,17,96
73,29,19,85
24,72,70,4
17,44,58,36
10,6,37,100
60,70,2,84
51,55,1,16
97,26,26,3
82,72,93,56
88,74,85,89
92,50,84,12
99,9,88,79
61,58,41,99
82,61,70,39
55,2,14,6
79,45,55,61
33,79,2,33
96,19,76,48
41,81,86,84
25,87,57,75
74,66,24,82
69,20,5,77
28,72,69,4
55,57,92,14
90,66,7,23
70,22,14,74
9,64,39,42
92,57,64,40
28,43,59,40
25,11,99,14
88,10,62,3
85,91,12,1
61,99,19,94
9,11,17,84
1,95,66,30
73,100,24,12
38,34,48,3
58,100,69,45
62,100,13,78
90,30,9,69
70,90,17,97
88,26,45,48
46,45,12,34
87,5,17,67
48,2,70,28
56,14,14,5
74,29,61,22
45,3,63,63
2,79,45,70
66,35,25,51
19,59,73,41
13,41,63,95
19,58,82,100
97,89,58,81
70,13,23,59
7,69,59,25
63,39,54,41
93,72,58,21
24,34,38,8
21,37,10,95
81,46,12,25
70,49,100,22
75,85,92,8
22,76,89,83
37,91,72,46
59,39,45,48
81,59,65,44
58,32,93,91
46,99,81,49
61,67,99,98
36,86,57,50
4,26,40,55
29,54,82,67
34,24,7,22
44,88,15,59
50,97,65,98
54,47,75,70
40,95,76,51
45,19,7,74
40,18,97,100
65,23,21,2
75,87,30,4
37,20,71,2
94,61,15,36
26,86,94,69
52,7,48,62
25,8,69,66
38,92,22,43
60,77,93,10
70,78,65,83
84,88,47,39
5,36,91,16
86,89,6,2
54,35,53,60
3,69,16,64
10,85,6,65
20,97,43,18
30,97,17,86
22,15,49,47
81,31,72,19
45,61,88,87
38,63,51,70
7,72,1,64
1,55,82,7
9,62,27,62
89,42,4,49
87,97,89,23
90,48,21,91
11,36,89,27
58,2,51,40
16,48,2,16
78,82,9,11
16,96,3,13
74,68,10,64
49,65,18,83
8,92,17,94
11,8,17,62
13,44,69,66
64,51,85,12
81,47,60,23
96,44,83,25
5,53,90,77
20,84,16,96
45,73,23,25
70,19,82,56
91,80,84,59
64,42,11,83
90,58,55,98
80,58,66,86
5,24,31,47
27,79,54,37
97,29,13,68
53,66,55,26
39,70,26,3
85,28,91,3
23,9,57,34
81,82,55,61
58,13,76,79
36,61,67,22
22,26,38,90
66,11,22,3
70,26,25,27
62,3,48,25
40,68,98,68
43,24,10,40
55,19,8,17
27,24,27,41
31,74,10,92
47,14,9,58
87,3,62,54
80,91,51,84
84,86,2,5
3,86,98,85
36,60,19,81
31,55,84,31
75,43,18,98
100,67,28,63
7,65,13,97
83,51,89,39
36,83,12,35
53,98,100,69
8,55,69,66
8,35,19,26
45,88,54,11
28,79,11,30
36,58,90,42
81,73,70,53
69,90,42,50
8,74,18,1
7,65,93,60
70,65,79,80
37,26,98,28
5,68,31,29
13,35,14,53
42,38,53,32
93,16,38,49
41,17,22,15
70,62,15,35
57,38,27,4
43,14,47,60
85,51,6,44
56,95,36,42
37,25,94,37
82,34,89,80
96,68,6,68
10,3,91,87
73,43,64,97
32,56,32,96
52,67,89,10
48,11,11,45
38,70,50,74
32,80,89,38
80,80,30,53
22,59,62,86
43,21,9,44
5,61,47,42
16,54,60,27
87,70,85,4
7,89,10,70
55,25,52,46
16,20,17,37
97,7,18,8
92,42,7,22
16,89,32,37
30,92,62,13
44,42,38,65
47,85,7,52
33,54,44,45
92,38,68,69
61,53,72,34
3,34,62,55
96,74,63,23
28,71,18,49
77,9,99,51
51,18,26,74
93,94,38,20
48,72,32,2
16,28,79,97
64,84,60,45
31,62,4,52
70,60,5,56
91,2,15,13
12,50,42,45
40,91,8,72
53,83,8,86
43,29,89,18
81,40,35,12
67,26,16,92
57,44,97,84
75,66,33,16
55,6,97,16
3,92,70,34
84,8,80,51
78,85,17,52
65,33,6,16
78,39,78,87
39,53,10,51
17,16,28,1
7,10,71,88
94,15,41,52
79,51,74,70
60,71,10,26
28,86,60,31
72,100,66,41
19,94,83,33
5,89,4,40
82,41,93,92
27,22,23,41
41,10,89,24
83,65,86,54
66,27,96,4
65,91,53,80
15,66,69,32
87,60,38,79
46,90,89,30
45,70,12,100
28,13,98,99
74,42,34,99
13,4,4,86
32,73,4,57
74,64,40,79
50,62,90,21
61,75,92,1
37,7,70,40
55,26,35,2
14,98,77,26
57,92,72,5
36,50,99,90
35,68,1,92
56,74,36,45
52,58,93,73
20,27,85,60
99,15,55,77
89,82,27,19
41,42,69,20
73,46,58,96
1,95,40,19
87,78,21,1
81,40,53,74
56,43,86,4
45,90,13,45
5,65,82,87
16,71,59,2
78,81,48,55
84,87,72,74
81,62,15,38
85,58,33,37
24,74,30,56
76,75,21,77
60,32,72,61
67,40,92,14
94,6,23,34
41,51,6,46
3,42,63,24
68,61,84,55
36,65,33,41
78,40,65,95
78,15,75,17
58,9,49,38
53,5,60,33
90,58,25,41
19,12,19,16
31,26,27,50
100,98,93,38
82,38,26,15
41,69,59,95
83,75,10,6
80,9,66,37
52,68,37,44
55,97,32,13
72,62,78,16
7,76,27,5
68,42,78,91
58,31,25,70
69,54,68,76
90,24,66,77
13,21,66,19
76,54,16,71
99,2,37,42
32,3,16,24
2,55,49,76
65,30,38,97
100,58,73,52
37,48,85,64
2,48,96,51
38,67,60,42
84,74,28,49
47,37,59,96
21,14,28,36
88,38,53,2
73,50,47,86
64,33,12,58
41,59,11,5
47,75,67,96
88,29,66,34
24,20,52,28
77,53,80,70
89,33,40,26
1,55,75,45
14,32,40,52
97,24,44,37
88,40,6,39
48,36,82,14
37,9,45,33
67,24,81,56
68,79,67,19
73,72,75,45
7,49,56,32
29,70,96,46
1,87,73,79
34,6,98,35
29,69,23,8
13,22,64,46
94,86,99,53
88,12,87,91
21,72,17,14
49,11,31,60
48,17,28,98
93,76,83,7
66,46,31,47
14,6,89,23
6,4,20,3
24,54,89,6
87,88,24,52
73,11,80,76
35,14,10,68
20,12,37,53
64,31,63,22
64,59,40,85
43,5,80,27
14,62,11,13
40,85,29,59
97,28,69,83
98,54,56,22
65,63,35,44
60,32,86,24
36,49,89,6
59,7,95,58
97,90,63,31
16,16,23,4
20,88,19,67
46,15,1,58
1,42,87,3
7,96,29,1
10,4,84,89
65,11,52,83
55,13,10,11
69,96,84,52
83,39,76,15
46,22,48,74
91,98,6,22
8,98,14,29
82,49,100,14
82,45,54,74
23,25,66,39
97,73,14,88
59,94,48,81
61,13,95,20
21,47,31,56
92,65,30,96
84,99,61,38
21,1,74,66
93,26,4,57
22,84,28,57
54,35,69,78
74,35,54,24
73,89,43,57
34,95,49,40
10,15,1,12
71,30,18,14
10,48,71,100
6,5,79,93
50,35,77,50
67,45,57,60
43,6,8,77
38,59,30,97
44,87,11,26
86,19,60,86
90,80,97,86
51,14,39,10
58,28,55,96
62,49,69,91
24,65,32,58
49,27,2,20
66,45,84,98
70,59,79,3
60,16,16,50
76,58,63,25
20,81,88,92
85,10,75,33
60,31,87,5
93,52,13,3
1,20,46,7
97,46,6,48
38,52,92,23
12,42,41,57
28,12,72,95
30,87,4,62
44,7,66,82
96,26,92,59
46,53,75,30
24,97,66,24
75,44,15,95
70,14,36,86
90,94,69,15
12,70,20,13
69,14,29,59
81,96,18,32
83,79,10,49
64,64,80,51
62,20,50,78
22,62,90,94
79,11,38,8
33,86,7,54
15,3,8,58
86,47,91,58
2,2,51,6
94,81,75,33
52,41,42,62
71,92,82,93
83,36,2,50
80,6,55,91
33,59,72,23
72,17,21,60
66,61,16,54
33,75,68,67
92,44,1,68
60,96,97,47
16,40,41,71
48,20,96,64
2,77,35,65
13,18,100,72
31,80,75,57
21,88,21,32
72,33,97,66
84,26,57,57
30,54,9,65
7,54,70,12
8,98,3,94
8,100,80,66
48,84,91,49
23,10,17,39
60,80,83,4
46,85,12,91
18,56,60,50
22,1,24,9
63,45,87,2
29,90,29,59
41,57,97,46
97,73,9,82
24,81,71,32
83,1,94,18
29,6,78,40
91,65,11,97
33,46,66,21
40,84,65,59
26,29,19,100
35,98,57,61
87,60,1,64
51,65,88,22
94,49,4,96
22,60,4,73
21,44,1,78
14,57,23,9
10,50,28,3
49,52,2,8
85,11,99,1
61,92,33,39
38,96,10,50
87,89,29,44
98,8,90,79
51,96,83,11
67,32,18,35
56,18,90,31
56,37,63,37
32,74,22,47
24,26,44,38
17,3,51,30
21,33,20,58
58,27,8,29
62,57,90,47
39,11,19,46
19,12,88,10
95,12,54,27
86,40,41,96
76,24,10,1
8,98,75,43
9,7,16,77
38,70,77,91
76,90,51,47
66,44,25,40
6,92,5,44
90,93,99,69
12,6,79,30
73,34,22,41
98,4,35,61
