transaction_id,timestamp,vehicle_model_id,price
293,01/18/2018,Safari,146931
294,10/10/2018,Tercel,123148
295,04/09/2018,Malibu Maxx,342787
296,07/08/2018,Grand Cherokee,415567
297,08/15/2018,SJ,205330
298,09/13/2018,Expedition,266525
299,06/05/2018,Regal,159817
300,04/11/2018,Rodeo,425032
301,06/27/2018,Elantra,167244
302,07/07/2018,Pajero,450666
303,01/09/2018,CL-Class,409085
304,08/03/2018,929,200315
305,01/15/2018,5 Series,128384
306,11/30/2018,Grand Cherokee,374890
307,10/10/2018,Legacy,184830
308,08/15/2018,Truck,471658
309,06/10/2018,Silverado 3500,184752
310,09/17/2018,RX,113701
311,07/17/2018,Avenger,249296
312,08/22/2018,XC70,352574
313,09/30/2018,944,158426
314,12/15/2018,Echo,498984
315,09/06/2018,Diamante,440858
316,06/12/2018,Lucerne,116034
317,04/05/2018,Silverado 1500,172542
318,05/19/2018,Silhouette,392498
319,11/21/2018,Avalon,449989
320,04/05/2018,Fleetwood,290983
321,08/21/2018,Optima,189766
322,12/13/2018,Model T,299188
323,10/05/2018,Tacoma,410687
324,01/25/2018,M6,437079
325,12/30/2018,Esprit,110177
326,11/19/2018,B-Series,207043
327,08/13/2018,CL-Class,276318
328,07/01/2018,SLS-Class,196891
329,11/06/2018,Swift,424332
330,10/06/2018,Jimmy,388319
331,06/07/2018,G-Class,345166
332,10/24/2018,HHR,131906
333,04/23/2018,2500 Club Coupe,119306
334,10/06/2018,Fit,218080
335,11/28/2018,Capri,410065
336,08/04/2018,9000,482088
337,03/24/2018,Ranger,211142
338,05/12/2018,Alcyone SVX,419494
339,06/05/2018,MDX,240897
340,02/01/2018,525,446900
341,10/08/2018,Intrepid,391355
342,11/17/2018,RVR,409907
343,05/29/2018,Avalanche 2500,302018
344,03/27/2018,Escalade EXT,143242
345,02/17/2018,RX-7,337808
346,05/05/2018,CR-X,245029
347,06/12/2018,Raider,113780
348,10/23/2018,X5 M,360465
349,03/20/2018,Prizm,433839
350,04/02/2018,Firebird,263031
351,09/09/2018,Grand Prix,101964
352,09/17/2018,240SX,148653
353,10/17/2018,Grand Voyager,463494
354,10/23/2018,Type 2,382598
355,06/09/2018,Aurora,134401
356,08/10/2018,Outback,495129
357,07/13/2018,Pacifica,200444
358,11/03/2018,Ranger,441358
359,12/07/2018,S60,128704
360,02/16/2018,EX,277299
361,07/01/2018,Quattroporte,198326
362,06/13/2018,Ascender,243241
363,09/13/2018,MKX,445273
364,01/12/2018,Suburban 1500,180246
365,01/04/2018,Genesis,232332
366,11/09/2018,Accord,394116
367,06/26/2018,CC,194963
368,08/25/2018,Town & Country,183328
369,06/21/2018,LaCrosse,430139
370,02/17/2018,T100,262265
371,10/24/2018,5 Series,335824
372,12/09/2018,Range Rover Sport,374784
373,03/17/2018,Sienna,467852
374,03/13/2018,ES,492599
375,09/11/2018,S6,314076
376,06/28/2018,XC90,456616
377,02/27/2018,Mazda2,340018
378,03/25/2018,Camaro,111408
379,04/19/2018,RX-7,450673
380,12/24/2018,Acadia,230575
381,12/21/2018,Savana 1500,383151
382,11/01/2018,Justy,309347
383,09/12/2018,Ram Van 3500,240458
384,07/01/2018,Prius v,483981
385,10/05/2018,C-Class,120230
386,03/29/2018,626,323606
387,07/02/2018,Aerostar,414150
388,11/16/2018,Frontier,447235
389,11/13/2018,Bonneville,238011
390,11/13/2018,S-Class,111046
391,08/31/2018,Freestyle,433109
392,04/11/2018,A5,321408
393,10/23/2018,Navigator,256294
394,05/16/2018,Lancer Evolution,192809
395,01/11/2018,CTS,133386
396,06/10/2018,Murciélago,228249
397,05/16/2018,Soul,478542
398,04/13/2018,Chariot,231432
399,12/15/2018,Highlander,359803
400,10/30/2018,Grand Marquis,301888
401,12/09/2018,Sportvan G30,244442
402,02/17/2018,Escalade ESV,136864
403,09/18/2018,Rally Wagon 1500,160008
404,08/02/2018,Crossfire,163679
405,02/20/2018,Safari,353625
406,07/18/2018,3500 Club Coupe,200644
407,12/31/2018,Impreza WRX,380206
408,09/01/2018,Club Wagon,340366
409,07/18/2018,S4,490001
410,03/05/2018,Miata MX-5,420724
411,12/20/2018,Colorado,214679
412,12/24/2018,LeSabre,142775
413,11/20/2018,Express 2500,182148
414,01/23/2018,Aerostar,284006
415,05/12/2018,E-Class,124733
416,10/21/2018,550,319919
417,06/03/2018,Alpina B7,477366
418,11/02/2018,Swift,483092
419,11/13/2018,D350,106334
420,01/04/2018,Seville,442404
421,09/16/2018,F-Series,174902
422,07/04/2018,Continental Flying Spur,311561
423,12/08/2018,Suburban 1500,246879
424,06/15/2018,Blazer,370401
425,10/31/2018,Land Cruiser,215354
426,03/06/2018,Tacoma,104869
427,10/07/2018,Galant,397987
428,08/13/2018,Cavalier,330026
429,01/18/2018,Ram 1500 Club,216440
430,05/20/2018,Miata MX-5,127584
431,12/24/2018,Grand Prix,355387
432,05/25/2018,Tribeca,302660
433,12/04/2018,Rapide,122450
434,12/11/2018,Sprinter,314528
435,06/14/2018,Tercel,106689
436,01/26/2018,Z3,161512
437,01/06/2018,Leone,433722
438,01/01/2018,Silverado 2500,229671
439,02/26/2018,Yukon,130219
440,05/29/2018,XLR,476339
441,08/09/2018,Murciélago,340384
442,09/07/2018,F430,333275
443,03/06/2018,Pathfinder,450437
444,01/25/2018,E-Series,499067
445,10/24/2018,Dakota Club,288117
446,03/02/2018,Sebring,344518
447,12/09/2018,Xtra,151302
448,03/05/2018,Regal,430170
449,02/03/2018,600,463731
450,09/02/2018,Lancer Evolution,179255
451,03/04/2018,Taurus,116485
452,05/30/2018,300,437841
453,07/06/2018,Tracer,260825
454,12/08/2018,Esprit,177162
455,12/27/2018,Regal,298412
456,10/08/2018,Yukon,445074
457,07/20/2018,Element,125199
458,09/26/2018,Raider,495348
459,09/15/2018,Camry,271560
460,07/12/2018,Corolla,307494
461,07/19/2018,Firefly,452301
462,04/23/2018,Prizm,470372
463,04/29/2018,Jetta,168538
464,11/03/2018,Mazda6,241753
465,11/01/2018,L-Series,340239
466,10/31/2018,Econoline E150,163793
467,02/04/2018,LTD,308829
468,03/08/2018,Savana 3500,488948
469,11/04/2018,Seville,142841
470,02/15/2018,Grand Voyager,267232
471,01/08/2018,Regal,214905
472,10/14/2018,Town & Country,410022
473,10/26/2018,Navigator,331422
474,06/10/2018,XC70,492061
475,08/10/2018,Miata MX-5,264387
476,06/07/2018,Milan,465948
477,08/17/2018,Rabbit,247773
478,03/03/2018,Venture,339297
479,10/21/2018,Suburban 1500,460009
480,04/04/2018,FX,371912
481,06/21/2018,Ram Wagon B350,362258
482,07/07/2018,S2000,221931
483,09/06/2018,Aveo,111937
484,07/30/2018,Paseo,268103
485,08/16/2018,Impreza,349231
486,01/11/2018,Cabriolet,433147
487,08/13/2018,Sidekick,485011
488,09/08/2018,Explorer,499100
489,02/17/2018,Cruze,337565
490,03/03/2018,RX,439529
491,08/03/2018,New Beetle,404801
492,07/21/2018,Mountaineer,315700
493,09/10/2018,W201,322145
494,02/25/2018,SSR,162613
495,10/13/2018,Lancer,243993
496,06/03/2018,Escalade ESV,429381
497,06/07/2018,SLK-Class,277906
498,04/16/2018,Marauder,160966
499,04/27/2018,Sephia,390109
500,04/18/2018,Mirage,136566
501,03/19/2018,DTS,198245
502,08/05/2018,Altima,268862
503,08/05/2018,E-Series,323633
504,12/29/2018,9000,125586
505,06/11/2018,tC,194084
506,05/31/2018,Silverado Hybrid,466183
507,03/26/2018,Firebird,482131
508,01/22/2018,Tribute,374410
509,06/13/2018,240,225400
510,09/15/2018,Chevette,497242
511,01/18/2018,RVR,138963
512,03/19/2018,Vantage,201073
513,07/22/2018,A3,380997
514,05/25/2018,Camry Hybrid,347480
515,09/09/2018,New Beetle,306403
516,06/11/2018,V40,300095
517,05/05/2018,Camry,190015
518,06/22/2018,Z4 M,440044
519,10/11/2018,GT500,474032
520,07/24/2018,S2000,127690
521,09/26/2018,Miata MX-5,317363
522,05/21/2018,Toronado,345648
523,08/10/2018,Fleetwood,182240
524,12/11/2018,Tiburon,416015
525,11/20/2018,Escalade EXT,454089
526,10/20/2018,Sidekick,432680
527,06/04/2018,Econoline E350,351638
528,09/01/2018,Ram Van B350,425362
529,08/30/2018,SJ,276601
530,03/16/2018,Probe,303487
531,01/22/2018,XC90,497222
532,08/06/2018,Civic,343091
533,02/13/2018,Grand Caravan,313975
534,02/17/2018,Pacifica,240801
535,02/02/2018,Sonoma,211152
536,07/03/2018,Cutlass,410644
537,08/17/2018,Mustang,256445
538,07/01/2018,Ram Van 1500,335727
539,06/03/2018,Cavalier,383232
540,03/03/2018,900,132838
541,12/02/2018,F450,213278
542,10/25/2018,G6,320043
543,01/30/2018,SJ,418307
544,11/13/2018,Yukon XL 2500,212897
545,01/09/2018,Tiburon,181221
546,11/06/2018,Expedition,202744
547,11/08/2018,3500,325835
548,07/30/2018,Dakota Club,432588
549,09/13/2018,Elise,148777
550,04/21/2018,Ram 3500,256303
551,07/20/2018,Q7,173407
552,02/05/2018,Hombre Space,451879
553,02/04/2018,Safari,261271
554,05/17/2018,3 Series,140087
555,11/05/2018,XK Series,180912
556,02/14/2018,Safari,475176
557,02/02/2018,Thunderbird,365376
558,10/11/2018,Rendezvous,454632
559,07/09/2018,LHS,158711
560,03/25/2018,D250,315982
561,08/02/2018,Pathfinder,124415
562,09/14/2018,Mustang,348102
563,09/01/2018,Tacoma Xtra,122090
564,05/15/2018,Camaro,221668
565,05/17/2018,Venza,183060
566,02/09/2018,rio,165802
567,08/05/2018,Genesis Coupe,256133
568,08/22/2018,Envoy,240727
569,04/18/2018,Elantra,295737
570,08/27/2018,Tacoma Xtra,417486
571,05/20/2018,929,426792
572,02/21/2018,Aveo,129482
573,01/10/2018,7 Series,145872
574,05/09/2018,Protege5,434626
575,04/03/2018,Grand Vitara,452056
576,01/08/2018,Express 2500,172142
577,07/31/2018,HHR,266792
578,08/27/2018,Previa,255275
579,03/14/2018,ES,279044
580,07/27/2018,Wrangler,217038
581,06/29/2018,M Roadster,398852
582,08/31/2018,Focus,341326
583,08/30/2018,Integra,250219
584,04/16/2018,Ranger,341080
585,01/06/2018,SRX,196409
586,11/30/2018,Accord,249911
587,11/14/2018,Routan,284787
588,02/16/2018,Sierra 3500,174678
589,03/01/2018,Protege,310715
590,08/16/2018,Lumina APV,236345
591,10/23/2018,Swift,428387
592,08/27/2018,Cougar,116277
593,07/02/2018,Taurus,248044
594,05/16/2018,CL,277953
595,03/03/2018,Avenger,176169
596,06/11/2018,Volare,122126
597,09/17/2018,Azure,126203
598,09/06/2018,X-Type,300752
599,11/29/2018,300M,458374
600,10/26/2018,H3,145738
601,08/13/2018,RL,305362
602,08/16/2018,Bravada,133542
603,11/27/2018,Regal,267821
604,06/29/2018,M5,477475
605,03/22/2018,A8,360160
606,05/09/2018,TrailBlazer,170493
607,11/27/2018,Escort,309922
608,06/10/2018,Traverse,210347
609,09/11/2018,Envoy XL,211997
610,10/06/2018,Continental GTC,290489
611,10/29/2018,80,253320
612,01/07/2018,911,142600
613,02/26/2018,Solara,261058
614,12/29/2018,B-Series,249455
615,05/23/2018,Continental,415080
616,12/18/2018,Alcyone SVX,260458
617,09/12/2018,MX-5,410260
618,11/08/2018,Dakota,197979
619,11/24/2018,Miata MX-5,338485
620,03/13/2018,Century,305437
621,02/02/2018,Tahoe,194113
622,08/31/2018,RL,353177
623,06/24/2018,Q,415011
624,07/06/2018,RS 4,249143
625,11/08/2018,62,324182
626,03/31/2018,Safari,219747
627,11/28/2018,XL7,147409
628,01/17/2018,Taurus,104227
629,12/03/2018,Mustang,249469
630,02/13/2018,7 Series,258888
631,08/23/2018,NSX,131847
632,01/15/2018,Accent,225022
633,03/17/2018,Equator,231770
634,09/27/2018,Optima,278019
635,11/27/2018,F350,391208
636,06/05/2018,Cobalt,493791
637,10/28/2018,Canyon,483229
638,05/13/2018,240,321431
639,12/08/2018,Sierra 1500,451313
640,02/23/2018,LeSabre,374315
641,07/03/2018,R8,248478
642,01/18/2018,Yukon XL 1500,102065
643,07/25/2018,Ipsum,349546
644,04/20/2018,Mustang,413019
645,12/03/2018,Avalon,496168
646,01/18/2018,Cougar,278625
647,11/22/2018,LR4,398785
648,09/09/2018,Range Rover,414055
649,01/23/2018,Escalade,445477
650,11/08/2018,8 Series,107951
651,01/18/2018,Mustang,498025
652,06/21/2018,Concorde,379666
653,10/03/2018,Range Rover,108602
654,04/24/2018,XC90,494590
655,02/07/2018,C70,198639
656,02/14/2018,Q,425021
657,05/05/2018,QX,275761
658,05/02/2018,A3,106741
659,08/16/2018,B-Series,363275
660,10/14/2018,R8,319826
661,08/15/2018,Frontier,323994
662,09/02/2018,X6 M,437756
663,04/22/2018,Accord,287026
664,10/02/2018,Ram 1500 Club,292258
665,08/15/2018,Rogue,387313
666,02/09/2018,500SEL,296126
667,01/05/2018,V70,492967
668,02/19/2018,Galant,456176
669,05/05/2018,Sephia,407481
670,02/12/2018,Trooper,370258
671,08/26/2018,Durango,194830
672,09/13/2018,Patriot,323126
673,06/12/2018,Cabriolet,455677
674,08/26/2018,Explorer,487486
675,06/14/2018,Focus,491975
676,09/02/2018,M,495788
677,03/21/2018,Suburban 1500,158764
678,07/05/2018,Montero,475802
679,10/20/2018,Golf,409057
680,12/12/2018,SL-Class,117523
681,06/05/2018,Suburban 1500,463595
682,06/02/2018,F150,376209
683,06/30/2018,Passat,252133
684,12/26/2018,Express 1500,222830
685,10/23/2018,Yukon XL 2500,403248
686,09/21/2018,Imperial,204002
687,01/11/2018,Crown Victoria,190856
688,04/13/2018,Passat,478209
689,12/01/2018,E250,439841
690,09/03/2018,Paseo,429796
691,02/05/2018,C-Class,333064
692,08/08/2018,Dakota,224811
693,06/12/2018,X6,127415
694,09/29/2018,Dynasty,362193
695,03/09/2018,Park Avenue,493568
696,03/04/2018,SL-Class,354020
697,10/13/2018,Dakota,342947
698,05/23/2018,Frontier,156350
699,05/31/2018,Navigator L,295448
700,02/15/2018,TrailBlazer,146687
701,03/19/2018,Continental Mark VII,376783
702,06/22/2018,Touareg 2,407264
703,09/02/2018,Grand Vitara,157455
704,03/05/2018,Express 1500,254373
705,05/12/2018,9000,438688
706,05/04/2018,Cooper Clubman,145730
707,04/27/2018,G6,115999
708,10/06/2018,Phantom,231500
709,05/19/2018,LX,153706
710,12/09/2018,Avalon,169843
711,12/05/2018,M-Class,442601
712,04/25/2018,350Z,322312
713,07/02/2018,Mustang,276100
714,12/28/2018,CX-7,219228
715,06/29/2018,Neon,362352
716,09/21/2018,Suburban 2500,386267
717,04/19/2018,G55 AMG,224163
718,05/23/2018,Sedona,340798
719,11/12/2018,Ranger,352823
720,04/06/2018,Insight,426305
721,01/24/2018,Challenger,451902
722,04/26/2018,Lancer Evolution,421800
723,07/10/2018,Truck,191677
724,01/17/2018,CL,243177
725,03/17/2018,Transit Connect,106298
726,09/25/2018,Land Cruiser,206163
727,08/29/2018,E150,102603
728,04/27/2018,PT Cruiser,193667
729,07/31/2018,W201,444584
730,03/06/2018,M-Class,149553
731,04/30/2018,Equinox,164877
732,11/06/2018,Grand Voyager,263056
733,04/29/2018,88,388697
734,01/09/2018,Savana 3500,165498
735,10/08/2018,Golf,259604
736,10/06/2018,Eclipse,286650
737,01/02/2018,Golf,259399
738,06/19/2018,R-Class,194807
739,05/12/2018,Electra,447520
740,04/15/2018,Contour,426595
741,11/23/2018,8 Series,218846
742,05/12/2018,SVX,100174
743,06/29/2018,Escalade,126297
744,08/12/2018,Elantra,230828
745,06/03/2018,Escort,403030
746,08/30/2018,Paseo,461979
747,11/25/2018,Jetta,177078
748,12/05/2018,R8,495737
749,03/24/2018,Cabriolet,496447
750,06/20/2018,Silverado,264536
751,07/02/2018,XC60,314749
752,10/10/2018,Civic,151814
753,11/08/2018,Discovery,303526
754,03/13/2018,RAV4,432510
755,04/15/2018,Continental,331901
756,11/15/2018,Stratus,236881
757,11/23/2018,Odyssey,331576
758,12/12/2018,J,162648
759,11/03/2018,LeSabre,252107
760,06/17/2018,Daewoo Lacetti,337528
761,07/01/2018,CL-Class,283650
762,03/07/2018,Grand Vitara,460317
763,08/06/2018,CLK-Class,219517
764,12/22/2018,LeBaron,397465
765,06/08/2018,Sebring,372465
766,06/18/2018,CX-9,196548
767,04/14/2018,Silverado 3500,417202
768,09/01/2018,Mirage,345308
769,04/18/2018,Durango,195190
770,06/27/2018,Malibu,420546
771,12/24/2018,Sportvan G10,315528
772,05/04/2018,PT Cruiser,323062
773,12/28/2018,Bravada,229801
774,12/28/2018,Cutlass Cruiser,163673
775,01/04/2018,Astro,408095
776,04/14/2018,Malibu,194014
777,01/21/2018,Voyager,367028
778,12/26/2018,Passat,200717
779,02/18/2018,Bronco II,315679
780,02/24/2018,Savana 3500,230138
781,01/26/2018,Transit Connect,206547
782,08/05/2018,NSX,269569
783,03/04/2018,Sonoma Club Coupe,475048
784,01/24/2018,Bonneville,407397
785,12/05/2018,Express 1500,150916
786,01/21/2018,6 Series,130918
787,08/26/2018,BRZ,387673
788,09/08/2018,Grand Prix,179847
789,09/13/2018,Esprit,220007
790,12/27/2018,Allroad,376619
791,05/14/2018,Type 2,479238
792,06/16/2018,Continental Mark VII,263678
793,11/10/2018,Grand Prix,217739
794,08/14/2018,B9 Tribeca,323719
795,02/27/2018,Elantra,353797
796,12/03/2018,Bonneville,403223
797,01/05/2018,LTD Crown Victoria,168551
798,06/23/2018,IPL G,348736
799,08/25/2018,Corvette,368262
800,09/05/2018,Tundra,193886
801,11/01/2018,300CE,207480
802,05/21/2018,K5 Blazer,284099
803,07/25/2018,Land Cruiser,137912
804,03/11/2018,B-Series,442238
805,07/17/2018,Impreza,286773
806,12/25/2018,Sprinter,418094
807,06/19/2018,S-Class,302524
808,03/20/2018,Continental Flying Spur,211099
809,09/16/2018,Pathfinder,475234
