transaction_id,source,timestamp,vehicle_model_id,price
263,Youbridge,11/12/2018,9-2X,166474
264,Roombo,12/31/2018,5 Series,451621
265,Rhybox,02/01/2018,SC,465913
266,Fivebridge,04/24/2018,Suburban 2500,241144
267,Ozu,08/07/2018,2500,116411
268,Agivu,04/06/2018,Vandura G2500,199579
269,Photofeed,09/21/2018,Galant,329393
270,Eadel,09/16/2018,Sorento,134685
271,Agivu,10/04/2018,Blazer,205307
272,Dablist,08/10/2018,Explorer,114602
273,Avaveo,07/19/2018,Grand Prix,317619
274,Browsebug,06/29/2018,Escort,395661
275,Skaboo,03/11/2018,SL-Class,126225
276,Avamm,11/08/2018,Diablo,143254
277,Edgeify,05/16/2018,Caravan,350625
278,Wikivu,01/08/2018,LeSabre,299281
279,Gabtype,05/18/2018,RX-7,299539
280,Roombo,08/20/2018,Grand Marquis,194372
281,Flashdog,01/04/2018,Silverado 2500,314006
282,Skippad,07/08/2018,Ram Wagon B250,397953
283,Roombo,01/24/2018,200,191522
284,Buzzbean,11/04/2018,Express 2500,281968
285,Flipstorm,01/17/2018,E350,327515
286,Blogtags,03/18/2018,Mazda3,272557
287,Wikizz,08/24/2018,2500,164019
288,Dazzlesphere,10/28/2018,9-3,352901
289,Tazz,09/04/2018,XC90,349745
290,Eadel,11/20/2018,Sierra 3500,288005
291,Nlounge,05/19/2018,E-Series,433399
292,Devpoint,03/31/2018,Tempo,317369
293,Gevee,01/26/2018,Club Wagon,227219
294,Plambee,03/13/2018,Monte Carlo,151679
295,Flashspan,07/09/2018,Firebird,371670
296,Twitterworks,11/26/2018,V8 Vantage,336498
297,Roombo,10/12/2018,X3,207389
298,Tanoodle,09/08/2018,Liberty,303946
299,Dynazzy,07/24/2018,LS,433200
300,Twitterlist,11/26/2018,Century,260117
301,Twitterlist,08/02/2018,MX-5,447924
302,Abata,01/08/2018,Express 2500,286430
303,Jaxspan,10/13/2018,Metro,435517
304,Avaveo,03/21/2018,RL,410788
305,Buzzshare,05/20/2018,Venza,333747
306,Twimbo,09/25/2018,Continental,288790
307,Yakidoo,01/08/2018,CLK-Class,264408
308,Babbleset,08/17/2018,Accord,476601
309,Yoveo,10/27/2018,Jetta,189789
310,Aibox,03/24/2018,Cougar,155758
311,Riffwire,06/04/2018,7 Series,469809
312,Mycat,11/26/2018,Daewoo Magnus,232184
313,Blogtag,11/05/2018,Reno,299741
314,Nlounge,05/10/2018,Sidekick,255805
315,Voolith,11/20/2018,Silverado Hybrid,392308
316,Quinu,01/08/2018,745,453201
317,Zazio,05/03/2018,Protege,120473
318,Tagopia,03/09/2018,Prius,315492
319,Shufflebeat,11/09/2018,GTO,423253
320,Zoomcast,06/23/2018,DeVille,168321
321,Kazio,04/22/2018,Discovery,499621
322,Tagtune,10/28/2018,Odyssey,388148
323,Voonder,04/13/2018,M3,269840
324,Feedfire,07/08/2018,Touareg,135464
325,Tagtune,03/31/2018,Tracker,228637
326,Jaxworks,07/09/2018,Ram 2500,350817
327,Flipbug,08/18/2018,Cherokee,477652
328,Brainverse,01/07/2018,Cayenne,234875
329,Digitube,04/15/2018,Festiva,493683
330,Eire,02/11/2018,Rondo,336659
331,Topiclounge,10/29/2018,S80,498218
332,Cogibox,07/31/2018,Avalon,254245
333,Thoughtmix,02/19/2018,Diamante,262277
334,Blogspan,08/15/2018,Azera,162084
335,Zooxo,04/11/2018,S40,180795
336,Buzzdog,03/03/2018,E-Series,440910
337,Jayo,01/09/2018,Sunfire,134271
338,Rooxo,03/20/2018,Viper RT/10,227418
339,Fiveclub,09/14/2018,A8,338905
340,Lajo,08/18/2018,Express 2500,405815
341,Eadel,12/13/2018,9-5,417301
342,Voomm,10/02/2018,Avenger,207540
343,Voonder,07/23/2018,Camry,446937
344,Dabvine,11/25/2018,D150,142459
345,Meevee,08/08/2018,3500,103574
346,Skyba,12/14/2018,New Beetle,207681
347,Realbridge,07/29/2018,Baja,437709
348,Dabtype,04/24/2018,CTS,124549
349,Oyonder,10/21/2018,Viper,461253
350,Brightdog,05/26/2018,SL-Class,294719
351,Shufflebeat,07/11/2018,Vandura G2500,198671
352,Dynava,10/06/2018,Freestar,453796
353,DabZ,06/23/2018,XJ Series,197333
354,Demizz,06/02/2018,Town Car,165142
355,Trunyx,06/21/2018,S6,201767
356,Voonyx,04/08/2018,Savana 2500,174282
357,Oyoba,05/20/2018,GTO,115918
358,Eimbee,10/17/2018,ZDX,302208
359,Latz,01/10/2018,LTD,334208
360,Dabfeed,01/16/2018,Venture,290799
361,Youspan,02/07/2018,LX,426316
362,Skipstorm,08/12/2018,4Runner,222491
363,Wordtune,06/29/2018,530,226742
364,Ainyx,02/01/2018,5 Series,354267
365,Twimm,05/06/2018,Ram Van 1500,387834
366,Aimbo,11/01/2018,X-Type,330146
367,Wordware,04/27/2018,Mazda3,243759
368,Topicstorm,07/31/2018,tC,409018
369,Yakitri,09/01/2018,Exige,220018
370,Jabbercube,08/28/2018,Intrepid,196070
371,Katz,12/20/2018,Murciélago,318226
372,Zoonder,07/10/2018,Sorento,147918
373,Skimia,10/27/2018,Eurovan,367259
374,Eidel,09/16/2018,F250,185869
375,Demivee,06/26/2018,LaCrosse,251026
376,Bubblemix,06/11/2018,Town Car,487905
377,Trudoo,11/11/2018,Venture,467806
378,Trupe,10/31/2018,Avalon,145409
379,Thoughtbeat,05/21/2018,Intrepid,425484
380,Wikizz,03/03/2018,Maxima,245509
381,Babbleblab,01/07/2018,ES,399717
382,Skilith,03/21/2018,Sentra,139405
383,Rooxo,07/25/2018,E150,319941
384,Fivebridge,09/07/2018,4Runner,489602
385,Skynoodle,11/12/2018,NSX,230718
386,Dynabox,07/14/2018,Highlander,373581
387,Rhybox,05/11/2018,370Z,357988
388,Brightdog,08/31/2018,5 Series,210382
389,Oyonder,08/02/2018,57,494084
390,Tagcat,08/19/2018,Miata MX-5,425815
391,Gigashots,09/17/2018,E250,418045
392,Voonix,05/26/2018,Firebird,452884
393,Youbridge,12/05/2018,MINI,494929
394,Mycat,04/11/2018,Tahoe,488225
395,Babbleset,05/17/2018,Altima,210461
396,Trilith,11/30/2018,Fortwo,145102
397,Yakijo,03/03/2018,Avalon,223077
398,Izio,02/21/2018,Dakota,226128
399,Realpoint,06/14/2018,RX-7,452456
400,Zooxo,02/02/2018,S8,151914
401,Thoughtstorm,04/26/2018,Crown Victoria,104391
402,Zoombox,05/12/2018,6 Series,138609
403,Yabox,06/22/2018,Defender,307610
404,Quatz,04/10/2018,XC70,201618
405,Topicshots,10/06/2018,Flex,101796
406,Dynazzy,10/16/2018,Acadia,165308
407,Babbleblab,08/28/2018,C8 Spyder,186369
408,Flashpoint,04/11/2018,Jimmy,120060
409,Oloo,03/11/2018,Corvette,188834
410,Tambee,10/18/2018,Taurus X,485806
411,Einti,08/10/2018,xD,462777
412,Abatz,08/31/2018,8 Series,332932
413,Bluezoom,03/16/2018,Sunbird,409712
414,Trilia,10/29/2018,Magnum,354148
415,Abata,10/27/2018,Diamante,347762
416,Livetube,01/30/2018,Windstar,483060
417,Edgeify,08/11/2018,400SEL,165560
418,Flashpoint,08/08/2018,Leganza,498085
419,Thoughtmix,08/16/2018,Nitro,469141
420,Kaymbo,06/11/2018,Continental,221220
421,Vimbo,01/19/2018,Reliant,497022
422,Yambee,12/06/2018,Suburban 1500,168739
423,Rhyloo,04/22/2018,Econoline E250,435520
424,Topicstorm,04/19/2018,Supra,390974
425,Quatz,01/07/2018,Impala,380441
426,Jayo,06/05/2018,Sonata,451653
427,Jaloo,09/12/2018,Optima,217755
428,Snaptags,06/09/2018,Mazdaspeed 3,492430
429,Thoughtbeat,02/02/2018,E-Class,428914
430,Janyx,01/12/2018,A4,269927
431,Topicshots,11/01/2018,Sequoia,117642
432,Dabtype,02/21/2018,V50,187917
433,Digitube,09/30/2018,Rainier,495243
434,Mudo,01/01/2018,Range Rover,297253
435,Yacero,06/06/2018,Navigator,385170
436,Yambee,12/13/2018,1500 Club Coupe,113294
437,Dabfeed,01/06/2018,Explorer Sport Trac,415777
438,Tagtune,12/12/2018,Summit,308375
439,Tanoodle,08/13/2018,Element,160873
440,Browsedrive,11/18/2018,Ram 3500,389514
441,Aivee,01/15/2018,C/V,175601
442,Voonder,09/07/2018,Elantra,291308
443,Tagcat,06/14/2018,GT-R,418503
444,Tazz,08/16/2018,Forester,267452
445,Topiczoom,11/02/2018,Viper,113756
446,Eabox,08/24/2018,H1,140468
447,Zoomcast,10/16/2018,Beretta,344430
448,Kwinu,03/15/2018,4Runner,233956
449,Livepath,01/28/2018,Econoline E150,154432
450,Dabshots,10/04/2018,CR-X,210646
451,Aimbu,03/08/2018,Quest,407476
452,Kwimbee,01/07/2018,RAV4,491277
453,Jabberbean,02/27/2018,S6,109925
454,Zoonoodle,01/06/2018,Pilot,331994
455,Brainsphere,01/15/2018,Navigator L,355893
456,Lajo,01/27/2018,Skylark,357492
457,Lazz,04/10/2018,Skyhawk,209382
458,Pixonyx,08/07/2018,Sierra 1500,399206
459,Babbleblab,06/22/2018,Sonata,456013
460,Jaloo,01/02/2018,Bronco II,141062
461,Meejo,07/05/2018,Fox,188014
462,Dabshots,08/28/2018,Passat,215269
463,Jayo,08/13/2018,1500,193391
464,Fivebridge,09/22/2018,Eldorado,438286
465,Cogilith,08/25/2018,Mazda6,409985
466,Fiveclub,01/12/2018,B-Series,150966
467,Thoughtstorm,09/11/2018,Canyon,419455
468,Yodo,10/02/2018,Tribeca,286978
469,Roombo,12/02/2018,A8,358783
470,Yabox,07/30/2018,Celica,205646
471,Oyope,11/27/2018,Ram 1500,346958
472,Livetube,07/24/2018,Focus,452841
473,Zava,03/18/2018,5000S,460268
474,Meevee,07/25/2018,Murano,298173
475,Gabtype,11/11/2018,Camaro,381747
476,Linktype,11/03/2018,XJ Series,144376
477,Livepath,04/03/2018,Dakota Club,476819
478,Gigaclub,09/20/2018,Navigator,382115
479,Flashpoint,06/22/2018,Land Cruiser,110019
480,Gabcube,04/07/2018,Sentra,109092
481,Mycat,04/14/2018,RAV4,423478
482,Kwimbee,11/18/2018,Grand Am,365191
483,Yabox,03/05/2018,E-Class,473615
484,Plambee,01/26/2018,Sentra,458577
485,Jabbersphere,03/23/2018,rio,297898
486,Pixope,03/23/2018,88,476889
487,Bluejam,03/27/2018,Uplander,498252
488,Livetube,09/13/2018,Tracer,366020
489,Kazu,07/12/2018,Crown Victoria,134747
490,Zoombox,03/06/2018,Q7,267432
491,Tambee,12/14/2018,Quattro,283149
492,Browseblab,10/09/2018,Bronco,413051
493,Yodo,07/15/2018,SL-Class,127478
494,Npath,04/24/2018,SLR McLaren,252720
495,Ooba,01/13/2018,Lanos,463019
496,Lazz,05/23/2018,FX,474827
497,Voomm,11/10/2018,228,410609
498,Rhyzio,09/08/2018,Previa,384534
499,Kazio,04/29/2018,Neon,143329
500,Snaptags,06/23/2018,XC70,386616
501,Avavee,10/27/2018,I,179366
502,Zoovu,02/14/2018,Type 2,470425
503,Voonix,10/06/2018,300SD,316229
504,Topicshots,02/04/2018,Charade,138957
505,Topicshots,10/17/2018,Corvette,395304
506,Dabtype,09/13/2018,IS,152988
507,Muxo,03/01/2018,3500,185012
508,Teklist,07/27/2018,Celica,368207
509,Mycat,02/13/2018,57,428524
510,Jazzy,06/08/2018,CL-Class,385045
511,Myworks,03/07/2018,XL7,215918
512,Topicshots,10/10/2018,500SEL,221941
513,Youbridge,03/13/2018,Spectra,293111
514,Thoughtbridge,06/22/2018,Murano,385569
515,Meejo,07/13/2018,Ram 3500,132088
516,Lajo,05/21/2018,Altima,100329
517,Yombu,07/22/2018,RAV4,313504
518,Youtags,10/26/2018,Commander,332919
519,Skinix,10/23/2018,Suburban 2500,145455
520,Brightdog,06/10/2018,Esprit,460942
521,Feedbug,06/13/2018,R-Class,437337
522,Quimba,09/29/2018,Expedition,169356
523,Miboo,10/27/2018,Sierra 1500,417348
524,Zoozzy,07/30/2018,Sportage,381545
525,Eayo,02/20/2018,Chariot,437048
526,Thoughtsphere,06/21/2018,Express 1500,287896
527,Plambee,12/28/2018,Sierra 1500,120273
528,Realcube,06/20/2018,Grand Prix,366925
529,Edgepulse,01/06/2018,Tacoma Xtra,306767
530,Zoombeat,08/06/2018,Tundra,477161
531,Browsebug,08/21/2018,Corolla,120025
532,Kwinu,12/01/2018,Genesis Coupe,151891
533,Yotz,12/21/2018,Continental Flying Spur,168855
534,Shuffledrive,04/17/2018,Tercel,296117
535,Vinder,06/29/2018,Sunbird,276913
536,Brightbean,03/24/2018,Yukon XL 1500,178954
537,Divanoodle,10/27/2018,G-Class,467051
538,Browsedrive,04/06/2018,Miata MX-5,151802
539,Gigashots,01/13/2018,Element,163286
540,Flipstorm,10/04/2018,ES,231231
541,Avaveo,12/15/2018,Diablo,179568
542,Feednation,08/12/2018,Equinox,111931
543,Meembee,02/17/2018,Forenza,164541
544,Mymm,11/30/2018,Ipsum,215795
545,Edgeblab,10/23/2018,Savana 3500,133799
546,Twinder,07/29/2018,3500,278618
547,Gabtype,04/30/2018,Expo,328134
548,Quimba,09/27/2018,Yukon XL 1500,481791
549,Shuffletag,01/05/2018,Regal,181037
550,Meedoo,02/01/2018,3 Series,431312
551,Aimbu,04/09/2018,Town Car,323416
552,Skimia,03/18/2018,Ram Van 1500,276726
553,Fatz,07/13/2018,Savana 3500,125716
554,Babbleblab,06/25/2018,6000,332536
555,Flipstorm,01/16/2018,Civic,121160
556,Photojam,11/26/2018,Accord,276880
557,Mynte,10/19/2018,Odyssey,226802
558,Riffpedia,10/22/2018,Lanos,357020
559,Youopia,05/24/2018,3500,198660
560,Gigaclub,02/23/2018,Vitara,256259
561,Skippad,11/10/2018,Yaris,365502
562,Skyvu,12/12/2018,Avalon,177831
563,Nlounge,10/11/2018,Truck,129735
564,Photolist,01/02/2018,Ranger,129782
565,Tagtune,03/25/2018,Truck,148237
566,Wikivu,02/01/2018,5 Series,241429
567,Photobug,06/20/2018,Thunderbird,110075
568,Yoveo,02/04/2018,Tundra,432666
569,Trupe,03/01/2018,Mazda6 5-Door,442480
570,Buzzdog,08/23/2018,TrailBlazer,364171
571,Gabvine,09/11/2018,Econoline E350,207931
572,Topicstorm,05/07/2018,S4,235964
573,Kanoodle,11/21/2018,Legend,287579
574,Devify,11/08/2018,Tacoma,465195
575,Gigazoom,02/14/2018,Gemini,357969
576,Oyoloo,09/06/2018,1000,351331
577,Talane,09/05/2018,Envoy XL,130224
578,Muxo,06/26/2018,Pajero,325940
579,Oloo,04/16/2018,XC90,314328
580,Demizz,10/29/2018,Odyssey,389528
581,Aimbu,07/24/2018,Grand Cherokee,345074
582,Riffwire,08/31/2018,Impreza,416682
583,Realmix,08/14/2018,F350,219684
584,Browsezoom,09/03/2018,Explorer,382602
585,Kwinu,01/10/2018,5000S,149286
586,Miboo,10/30/2018,Outlander Sport,317278
587,Browsetype,01/22/2018,New Beetle,193118
588,Avamba,02/28/2018,GTO,405329
589,Leenti,02/01/2018,Equator,305267
590,Oyoloo,04/13/2018,Sierra 3500,346173
591,Zooveo,03/09/2018,XT,169139
592,Skyvu,03/14/2018,Cayenne,401184
593,Gigaclub,02/04/2018,B-Series,416173
594,Tagcat,01/16/2018,E-Class,311987
595,Edgepulse,07/21/2018,GS,414624
596,Browsezoom,02/28/2018,Envoy,273014
597,Yakijo,02/06/2018,Oasis,392564
598,Lajo,01/13/2018,Suburban 1500,267602
599,Wikizz,09/08/2018,Impala,433333
600,Fanoodle,11/14/2018,Malibu,323228
601,Jetpulse,11/15/2018,9000,474842
602,Agimba,03/15/2018,RX,266669
603,Thoughtbeat,05/08/2018,MX-6,108963
604,Skalith,08/16/2018,Sentra,165444
605,Cogidoo,05/16/2018,RAV4,345060
606,Buzzshare,03/17/2018,Miata MX-5,463997
